Categoria,Modelo,Marca,Tipo de veículo,Ano,Quilometragem,Potência do motor,Combustível,Câmbio,Direção,Cor,Portas,Final de placa,CEP,Município,price,url,Bairro
"Carros, vans e utilitários",FORD KA,FORD,Hatch,2019,61824,1.0,Flex,Manual,Elétrica,Preto,4 portas,9,69090970,Manaus,40999.0,https://am.olx.com.br/regiao-de-manaus/autos-e-pecas/carros-vans-e-utilitarios/ka-hatch-2019-850347129,Cidade Nova
"Carros, vans e utilitários",HONDA HR-V EXL 1.8 FLEXONE 16V 5P AUT.,HONDA,SUV,2017,55000,1.8,Flex,Automático,Elétrica,Cinza,4 portas,7,69050010,Manaus,0.0,https://am.olx.com.br/regiao-de-manaus/autos-e-pecas/carros-vans-e-utilitarios/hr-v-lx-868933596,Chapada
"Carros, vans e utilitários",VW - VOLKSWAGEN GOL 1.0 FLEX 12V 5P,VW - VOLKSWAGEN,,2020,28000,,,Manual,,,,,69058282,Manaus,,https://am.olx.com.br/regiao-de-manaus/autos-e-pecas/carros-vans-e-utilitarios/novo-gol-2020-completo-5-mil-de-entrada-808487163,Flores
"Carros, vans e utilitários",VW - VOLKSWAGEN SAVEIRO CROSS 1.6 T.FLEX 16V CD,VW - VOLKSWAGEN,Conversível,2020,10000,1.6,Flex,Manual,Hidráulica,Branco,2 portas,8,69050010,Manaus,,https://am.olx.com.br/regiao-de-manaus/autos-e-pecas/carros-vans-e-utilitarios/saveiro-cros-cd-1-6-890157807,Chapada
"Carros, vans e utilitários",SUZUKI GRAND VITARA 2.0 16V 4X2/4X4 5P MEC.,SUZUKI,Hatch,2012,57000,2.0 - 2.9,Flex,Manual,Hidráulica,Branco,4 portas,1,69020140,Manaus,47900.0,https://am.olx.com.br/regiao-de-manaus/autos-e-pecas/carros-vans-e-utilitarios/nissan-grand-vitara-2-0-885723290,Centro
"Carros, vans e utilitários",MITSUBISHI L200 TRITON HPE 3.5 CD V6 24V FLEX AUT.,MITSUBISHI,Pick-up,2012,164540,,Flex,Automático,,Branco,4 portas,,69015615,Manaus,73900.0,https://am.olx.com.br/regiao-de-manaus/autos-e-pecas/carros-vans-e-utilitarios/mitsubishi-l200-triton-3-5-hpe-4x4-cd-v6-24v-flex-4p-automatico-892628222,Colônia Terra Nova
"Carros, vans e utilitários",NISSAN VERSA 1.0 12V FLEXSTART 4P MEC.,NISSAN,Sedã,2019,50000,1.0,Flex,Manual,Hidráulica,Preto,4 portas,5,69020140,Manaus,54900.0,https://am.olx.com.br/regiao-de-manaus/autos-e-pecas/carros-vans-e-utilitarios/versa-completo-ano-2019-2019-878157176,Centro
"Carros, vans e utilitários",VW - VOLKSWAGEN GOL (NOVO) 1.0 MI TOTAL FLEX 8V 4P,VW - VOLKSWAGEN,Hatch,2019,63000,1.0,Flex,Manual,Hidráulica,Branco,4 portas,,69058050,Manaus,42900.0,https://am.olx.com.br/regiao-de-manaus/autos-e-pecas/carros-vans-e-utilitarios/gol-1-0-2019-870249369,Flores
"Carros, vans e utilitários",FIAT MOBI,FIAT,Hatch,2020,100829,1.0,Flex,,,Preto,,6,69090970,Manaus,39999.0,https://am.olx.com.br/regiao-de-manaus/autos-e-pecas/carros-vans-e-utilitarios/mobi-drive-1-0-2020-854715465,Cidade Nova
"Carros, vans e utilitários",PEUGEOT 207 SEDAN PASSION XR 1.4 FLEX 8V 4P,PEUGEOT,,2014,109000,,,Manual,,,,,69025020,Manaus,25900.0,https://am.olx.com.br/regiao-de-manaus/autos-e-pecas/carros-vans-e-utilitarios/peugeot-207-passion-891534619,Centro
"Carros, vans e utilitários",VW - VOLKSWAGEN VOYAGE EVIDENCE 1.6 TOTAL FLEX 8V 4P,VW - VOLKSWAGEN,Passeio,2016,109,1.6,Flex,Manual,Hidráulica,Outra,4 portas,0,69093132,Manaus,45900.0,https://am.olx.com.br/regiao-de-manaus/autos-e-pecas/carros-vans-e-utilitarios/voyage-evidence-1-6-flex-completo-2016-topo-da-categoria-883392028,Monte das Oliveiras
"Carros, vans e utilitários",FORD FIESTA CLASS 1.0 4P,FORD,Hatch,2011,183000,1.0,Flex,Manual,Hidráulica,Preto,4 portas,3,69092555,Manaus,17000.0,https://am.olx.com.br/regiao-de-manaus/autos-e-pecas/carros-vans-e-utilitarios/vendo-ford-fiesta-hatch-898420131,Monte das Oliveiras
"Carros, vans e utilitários",FIAT ARGO,FIAT,Passeio,2018,49150,1.0,Flex,Manual,Mecânica,Branco,4 portas,1,69058830,Manaus,38990.0,https://am.olx.com.br/regiao-de-manaus/autos-e-pecas/carros-vans-e-utilitarios/fiat-argo-1-0-firefly-flex-drive-manual-714031465,Flores
"Carros, vans e utilitários",KIA MOTORS SOUL 1.6/ 1.6 16V FLEX AUT.,KIA MOTORS,SUV,2011,107000,1.6,Flex,Automático,Hidráulica,Prata,4 portas,4,69065020,Manaus,39900.0,https://am.olx.com.br/regiao-de-manaus/autos-e-pecas/carros-vans-e-utilitarios/kia-soul-ex-1-6-2011-894798613,Cachoeirinha
"Carros, vans e utilitários",GM - CHEVROLET CELTA,GM - CHEVROLET,,2016,45000,,,,,Preto,,,69053100,Manaus,23000.0,https://am.olx.com.br/regiao-de-manaus/autos-e-pecas/carros-vans-e-utilitarios/celta-chevrolet-celta-898419074,Nossa Senhora das Graças
"Carros, vans e utilitários",GM - CHEVROLET PRISMA,GM - CHEVROLET,,2009,190,1.4,Flex,Manual,Hidráulica,Vermelho,4 portas,,69075515,Manaus,16500.0,https://am.olx.com.br/regiao-de-manaus/autos-e-pecas/carros-vans-e-utilitarios/prisma-completo-2009-898418182,Distrito Industrial I
"Carros, vans e utilitários",HONDA CITY SEDAN EX 1.5 FLEX 16V 4P AUT.,HONDA,Sedã,2013,79150,1.5,Flex,Automático,Elétrica,Cinza,4 portas,3,69028331,Manaus,46000.0,https://am.olx.com.br/regiao-de-manaus/autos-e-pecas/carros-vans-e-utilitarios/carro-honda-city-cinza-898417913,Flores
"Carros, vans e utilitários",VW - VOLKSWAGEN VOYAGE 1.6 MSI FLEX 8V 4P,VW - VOLKSWAGEN,Sedã,2021,66000,1.6,Flex,Manual,Elétrica,Prata,4 portas,8,69020040,Manaus,63900.0,https://am.olx.com.br/regiao-de-manaus/autos-e-pecas/carros-vans-e-utilitarios/voyage-semi-novo-883453239,Praça 14 de Janeiro
"Carros, vans e utilitários",HYUNDAI HB20X STYLE 1.6 FLEX 16V AUT.,HYUNDAI,Hatch,2015,73500,1.6,Flex,Automático,Hidráulica,Prata,4 portas,3,69020110,Manaus,,https://am.olx.com.br/regiao-de-manaus/autos-e-pecas/carros-vans-e-utilitarios/hb20x-2015-1-6-automatico-879566175,Praça 14 de Janeiro
"Carros, vans e utilitários",MITSUBISHI L200 TRI. OUTD. GLX 2.4 CD 4X4 DIE. MEC,MITSUBISHI,Passeio,2022,0,,Diesel,Manual,,,4 portas,,69053070,Manaus,169950.0,https://am.olx.com.br/regiao-de-manaus/autos-e-pecas/carros-vans-e-utilitarios/l200-triton-2021-2022-2-4-16v-turbo-diesel-outdoor-glx-cd-4x4-manual-867212312,São Geraldo
"Carros, vans e utilitários",HONDA CIVIC SEDAN EXL 2.0 FLEX 16V AUT.4P,HONDA,Sedã,2019,39775,2.0 - 2.9,Flex,Automático,Hidráulica,Prata,4 portas,8,69050000,Manaus,115990.0,https://am.olx.com.br/regiao-de-manaus/autos-e-pecas/carros-vans-e-utilitarios/honda-civic-exl-2-0-automatico-2019-898417058,São Geraldo
"Carros, vans e utilitários",FIAT PALIO,FIAT,Passeio,2004,182000,,Gasolina,,,Azul,4 portas,,69074800,Manaus,6500.0,https://am.olx.com.br/regiao-de-manaus/autos-e-pecas/carros-vans-e-utilitarios/palio-fire-2003-2004-898416675,Morro da Liberdade
"Carros, vans e utilitários",VW - VOLKSWAGEN FOX PRIME/HIGLI. 1.6 TOTAL FLEX 8V 5P,VW - VOLKSWAGEN,Passeio,2010,69075,1.6,Flex,Manual,Hidráulica,Vermelho,4 portas,4,69058830,Manaus,29900.0,https://am.olx.com.br/regiao-de-manaus/autos-e-pecas/carros-vans-e-utilitarios/fox-1-6-prime-vermelho-financio-873210219,Flores
"Carros, vans e utilitários",TOYOTA ETIOS PLATINUM 1.5 FLEX 16V 4P AUT.,TOYOTA,Hatch,2018,30700,1.5,Flex,Automático,Hidráulica,Branco,4 portas,0,69050000,Manaus,59900.0,https://am.olx.com.br/regiao-de-manaus/autos-e-pecas/carros-vans-e-utilitarios/toyota-etios-hb-plt-1-5-aut-2017-2018-898416755,São Geraldo
"Carros, vans e utilitários",VW - VOLKSWAGEN GOL (NOVO) 1.0 MI TOTAL FLEX 8V 4P,VW - VOLKSWAGEN,Hatch,2012,170000,1.0,Flex,Manual,Hidráulica,Preto,4 portas,6,69030000,Manaus,6000.0,https://am.olx.com.br/regiao-de-manaus/autos-e-pecas/carros-vans-e-utilitarios/gol-2012-trend-completo-898416567,Compensa
"Carros, vans e utilitários",HYUNDAI TUCSON GLS 1.6 TURBO 16V AUT.,HYUNDAI,SUV,2020,9000,1.6,Gasolina,Automático,Elétrica,Branco,4 portas,7,69048010,Manaus,150000.0,https://am.olx.com.br/regiao-de-manaus/autos-e-pecas/carros-vans-e-utilitarios/semi-novo-zucatelli-new-tucson-gls-2020-2021-822893370,Da Paz
"Carros, vans e utilitários",FIAT SIENA EL 1.0 MPI FIRE FLEX 8V 4P,FIAT,Sedã,2013,94000,1.0,Flex,Manual,Hidráulica,Cinza,4 portas,1,69092040,Manaus,30900.0,https://am.olx.com.br/regiao-de-manaus/autos-e-pecas/carros-vans-e-utilitarios/siena-2013-el-1-0-891404777,Nova Cidade
"Carros, vans e utilitários",FIAT STRADA TREK. M. MARCH. 1.6 FLEX 16V CE,FIAT,Pick-up,2015,0,1.4,Gasolina,Manual,Elétrica,Preto,,,69058030,Manaus,56900.0,https://am.olx.com.br/regiao-de-manaus/autos-e-pecas/carros-vans-e-utilitarios/fiat-strada-2015-898415685,Flores
"Carros, vans e utilitários",FIAT TORO ENDURENCE 1.8 16V FLEX AUT.,FIAT,,2020,0,1.8,Gasolina,,,,,,69058030,Manaus,92990.0,https://am.olx.com.br/regiao-de-manaus/autos-e-pecas/carros-vans-e-utilitarios/compre-seu-carro-898415407,Flores
"Carros, vans e utilitários",FIAT PALIO ATTRACTIVE 1.0 EVO FIRE FLEX 8V 5P,FIAT,Hatch,2015,75000,1.0,Flex,Manual,Hidráulica,Branco,4 portas,,69058050,Manaus,34900.0,https://am.olx.com.br/regiao-de-manaus/autos-e-pecas/carros-vans-e-utilitarios/palio-attractive-1-0-2015-892627397,Flores
"Carros, vans e utilitários",FORD FIESTA 1.3  3P E 5P,FORD,Hatch,2008,148000,1.0,Flex,Manual,Hidráulica,Azul,4 portas,,69073320,Manaus,15000.0,https://am.olx.com.br/regiao-de-manaus/autos-e-pecas/carros-vans-e-utilitarios/fiesta-2008-1-0-8v-898411225,Betânia
,,,,,,,,,,,,,,,,https://am.olx.com.br/regiao-de-manaus/autos-e-pecas/carros-vans-e-utilitarios/vendo-um-celta-super-completo-898409303,
"Carros, vans e utilitários", ,,,2018,2000,,Álcool,,Hidráulica,,,,69045390,Manaus,35000.0,https://am.olx.com.br/regiao-de-manaus/autos-e-pecas/carros-vans-e-utilitarios/compro-seu-carro-avista-sem-burocracia-chama-no-whatsapp-898411365,Planalto
"Carros, vans e utilitários", ,,,2015,42,,,,,,,,69095350,Manaus,,https://am.olx.com.br/regiao-de-manaus/autos-e-pecas/carros-vans-e-utilitarios/onix-c0mpramos-pagam0s-na-hora-890890272,Cidade Nova
"Carros, vans e utilitários",JEEP RENEGADE 1.8 4X2 FLEX 16V MEC.,JEEP,,2018,39000,1.8,Flex,Manual,Elétrica,Branco,4 portas,9,69098000,Manaus,70000.0,https://am.olx.com.br/regiao-de-manaus/autos-e-pecas/carros-vans-e-utilitarios/jeep-renegade-898414689,Novo Aleixo
"Carros, vans e utilitários",FIAT STRADA WORKING HARD 1.4 FIRE FLEX 8V CS,FIAT,,2019,29580,,,,,Branco,2 portas,6,69020040,Manaus,56900.0,https://am.olx.com.br/regiao-de-manaus/autos-e-pecas/carros-vans-e-utilitarios/strada-1-4-hard-working-cs-879066101,Praça 14 de Janeiro
"Carros, vans e utilitários",GM - CHEVROLET S10 PICK-UP LTZ 2.8 TDI 4X4 CD DIES.AUT,GM - CHEVROLET,Pick-up,2020,22000,2.0 - 2.9,Diesel,Automático,Hidráulica,Cinza,4 portas,8,69050010,Manaus,0.0,https://am.olx.com.br/regiao-de-manaus/autos-e-pecas/carros-vans-e-utilitarios/s10-ltz-4x4-automatica-867246790,Chapada
"Carros, vans e utilitários",VW - VOLKSWAGEN FOX 1.0 MI TOTAL FLEX 8V 5P,VW - VOLKSWAGEN,Passeio,2010,98000,1.0,Flex,Manual,Hidráulica,Prata,4 portas,,69020180,Manaus,19900.0,https://am.olx.com.br/regiao-de-manaus/autos-e-pecas/carros-vans-e-utilitarios/fox-1-0-2010-super-oferta-ent-4mil-completo-2009-881807984,Praça 14 de Janeiro
"Carros, vans e utilitários",VW - VOLKSWAGEN KOMBI STANDARD 1.4 MI TOTAL FLEX 8V,VW - VOLKSWAGEN,Van/Utilitário,2014,99538,1.4,Flex,Manual,Mecânica,Azul,4 portas,2,69058125,Manaus,42900.0,https://am.olx.com.br/regiao-de-manaus/autos-e-pecas/carros-vans-e-utilitarios/kombi-2014-personalizada-898409098,Flores
"Carros, vans e utilitários",TOYOTA HILUX CD SR 4X4 3.0 8V 116CV TB DIESEL,TOYOTA,,2019,132267,2.0 - 2.9,Diesel,Automático,,Prata,4 portas,,69020120,Manaus,203000.0,https://am.olx.com.br/regiao-de-manaus/autos-e-pecas/carros-vans-e-utilitarios/vendo-hilux-2-8-4-4-automatica-2019-898406742,Centro
"Carros, vans e utilitários",HONDA CIVIC SEDAN LXR 2.0 FLEXONE 16V AUT. 4P,HONDA,Sedã,2016,75000,2.0 - 2.9,Flex,Automático,Elétrica,Preto,4 portas,5,69085000,Manaus,65900.0,https://am.olx.com.br/regiao-de-manaus/autos-e-pecas/carros-vans-e-utilitarios/civic-lxr-2-0-automatico-886014754,São José Operário
"Carros, vans e utilitários",FIAT STRADA,FIAT,,2002,0,1.5,Gasolina,Manual,Hidráulica,Azul,2 portas,7,69028133,Manaus,13000.0,https://am.olx.com.br/regiao-de-manaus/autos-e-pecas/carros-vans-e-utilitarios/vendo-ou-troco-por-carro-fechado-apartir-de-2010-898405609,Flores
"Carros, vans e utilitários",CITROEN C3 TENDANCE 1.6 VTI FLEX START 16V AUT.,CITROEN,Passeio,2015,100000,1.6,Flex,Automático,Hidráulica,Prata,4 portas,8,69065010,Manaus,35900.0,https://am.olx.com.br/regiao-de-manaus/autos-e-pecas/carros-vans-e-utilitarios/citroen-c3-886087174,Cachoeirinha
"Carros, vans e utilitários",TROLLER T-4 BOLD 4X4 3.2 TDI CAP. RÍGIDA DIESEL,TROLLER,SUV,2017,30123,3.0 - 3.9,Diesel,Manual,Hidráulica,Vermelho,2 portas,4,69065011,Manaus,155000.0,https://am.olx.com.br/regiao-de-manaus/autos-e-pecas/carros-vans-e-utilitarios/troller-t4-bold-3-2-4x4-diesel-mod-2017-816475696,Cachoeirinha
"Carros, vans e utilitários",GM - CHEVROLET PRISMA SED. LTZ 1.4 8V FLEXPOWER 4P,GM - CHEVROLET,Sedã,2017,48000,1.4,Flex,Manual,Hidráulica,Branco,4 portas,0,69095740,Manaus,0.0,https://am.olx.com.br/regiao-de-manaus/autos-e-pecas/carros-vans-e-utilitarios/prisma-ltz-1-4-mec-2017-880446302,Nova Cidade
"Carros, vans e utilitários",VW - VOLKSWAGEN GOL TRENDLINE 1.0 T.FLEX 8V 5P,VW - VOLKSWAGEN,Hatch,2017,1000,1.0,Flex,Manual,Hidráulica,Branco,4 portas,4,69060000,Manaus,41900.0,https://am.olx.com.br/regiao-de-manaus/autos-e-pecas/carros-vans-e-utilitarios/gol-g7-completo-894779725,Aleixo
"Carros, vans e utilitários",FIAT MOBI LIKE 1.0 FIRE FLEX 5P.,FIAT,Hatch,2019,49000,1.0,Flex,Manual,Hidráulica,,4 portas,,69035367,Manaus,,https://am.olx.com.br/regiao-de-manaus/autos-e-pecas/carros-vans-e-utilitarios/mobi-2019-895330008,Compensa
"Carros, vans e utilitários",HYUNDAI HB20 SENSE 1.0 FLEX 12V MEC,HYUNDAI,,2022,0,1.0,Flex,Manual,Elétrica,Cinza,,1,69058030,Manaus,61290.0,https://am.olx.com.br/regiao-de-manaus/autos-e-pecas/carros-vans-e-utilitarios/hyundai-hb20-1-0-12v-sense-898404732,Flores
"Carros, vans e utilitários",GM - CHEVROLET PRISMA SED. LT 1.4 8V FLEXPOWER 4P,GM - CHEVROLET,Sedã,2019,70000,1.4,Flex,Manual,Elétrica,Prata,4 portas,7,69020060,Manaus,,https://am.olx.com.br/regiao-de-manaus/autos-e-pecas/carros-vans-e-utilitarios/prisma-lt-1-4-flex-19-19-entrada-a-partir-de-10-890-48x-1-777-883647549,Centro
"Carros, vans e utilitários",FORD FIESTA 1.0 8V FLEX/CLASS 1.0 8V FLEX 5P,FORD,Hatch,2014,123000,1.0,Flex,Manual,Hidráulica,Preto,4 portas,1,69020015,Manaus,28900.0,https://am.olx.com.br/regiao-de-manaus/autos-e-pecas/carros-vans-e-utilitarios/ford-fiesta-2014-otimo-pra-aplicativo-890272758,Centro
"Carros, vans e utilitários",FIAT TORO ENDURENCE 1.8 16V FLEX AUT.,FIAT,Pick-up,2020,25000,1.8,Flex,Automático,Elétrica,Prata,4 portas,9,69058830,Manaus,92990.0,https://am.olx.com.br/regiao-de-manaus/autos-e-pecas/carros-vans-e-utilitarios/toro-endurance-flex-4x2-1-8-2019-2020-860808236,Flores
"Carros, vans e utilitários",HONDA HR-V TOURING 1.5 TB 16V 5P AUT.,HONDA,Hatch,2020,18835,1.5,Flex,Automático,Elétrica,Cinza,4 portas,8,69055700,Manaus,149900.0,https://am.olx.com.br/regiao-de-manaus/autos-e-pecas/carros-vans-e-utilitarios/hr-v-touring-1-5-cinza-cvt-2020-886513188,Parque 10 de Novembro
"Carros, vans e utilitários", ,,,2021,1,,,,,,,,69050000,Manaus,20000.0,https://am.olx.com.br/regiao-de-manaus/autos-e-pecas/carros-vans-e-utilitarios/palio-gol-celta-fiesta-compro-quitado-ja-financiado-898400006,São Geraldo
"Carros, vans e utilitários", ,,,2021,1,,,,,,,,69025000,Manaus,30000.0,https://am.olx.com.br/regiao-de-manaus/autos-e-pecas/carros-vans-e-utilitarios/voyage-grand-siena-etios-cobalt-compro-quitado-ja-financiado-898400367,Centro
"Carros, vans e utilitários",GM - CHEVROLET S10 P-UP H.COUNTRY 2.8 4X4 CD DIES.AUT.,GM - CHEVROLET,Pick-up,2021,13000,,Diesel,Automático,Hidráulica,Branco,4 portas,1,69033000,Manaus,219000.0,https://am.olx.com.br/regiao-de-manaus/autos-e-pecas/carros-vans-e-utilitarios/s-10-high-country-2021-diesel-4x4-aut-898401273,São Jorge
"Carros, vans e utilitários",VW - VOLKSWAGEN FOX PLUS 1.6MI/ 1.6MI TOTAL FLEX 8V 3P,VW - VOLKSWAGEN,Passeio,2006,155096,1.6,Flex,Manual,Hidráulica,Prata,4 portas,1,69079250,Manaus,12000.0,https://am.olx.com.br/regiao-de-manaus/autos-e-pecas/carros-vans-e-utilitarios/vendo-fox-1-6-898401586,São Francisco
"Carros, vans e utilitários", ,,,2021,1,,,,,,,,69041300,Manaus,70000.0,https://am.olx.com.br/regiao-de-manaus/autos-e-pecas/carros-vans-e-utilitarios/jeep-pajero-jetta-hrv-crv-compro-quitado-ja-financiado-898397448,Tarumã
"Carros, vans e utilitários", ,,,2021,1,,,,,,,,69078000,Manaus,65000.0,https://am.olx.com.br/regiao-de-manaus/autos-e-pecas/carros-vans-e-utilitarios/honda-fit-honda-city-idea-compro-quitado-ja-financiado-898397357,Japiim
"Carros, vans e utilitários",GM - CHEVROLET CORSA WIND 1.0 MPFI / EFI  2P,GM - CHEVROLET,Passeio,1999,4000,1.0,Gasolina,Manual,Mecânica,Vermelho,2 portas,0,69058813,Manaus,5000.0,https://am.olx.com.br/regiao-de-manaus/autos-e-pecas/carros-vans-e-utilitarios/corsa-wind-99-898399632,Flores
"Carros, vans e utilitários", ,,,2021,1,,,,,,,,69037003,Manaus,100000.0,https://am.olx.com.br/regiao-de-manaus/autos-e-pecas/carros-vans-e-utilitarios/compramos-carro-ja-financiado-898396331,Ponta Negra
"Carros, vans e utilitários", ,,,2021,1,,,,,,,,69058813,Manaus,50000.0,https://am.olx.com.br/regiao-de-manaus/autos-e-pecas/carros-vans-e-utilitarios/civic-corolla-cruze-fusion-compro-quitado-ja-financiado-898392998,Flores
"Carros, vans e utilitários", ,,,2021,1,,,,,,,,69042590,Manaus,80000.0,https://am.olx.com.br/regiao-de-manaus/autos-e-pecas/carros-vans-e-utilitarios/creta-cronos-virtus-yaris-compro-quitado-ja-financiado-898394085,Dom Pedro I
"Carros, vans e utilitários", ,,,2021,1,,,,,,,,69050300,Manaus,100000.0,https://am.olx.com.br/regiao-de-manaus/autos-e-pecas/carros-vans-e-utilitarios/compro-veiculos-ja-financiado-ou-quitado-898393423,Parque 10 de Novembro
"Carros, vans e utilitários", ,,,2021,1,,,,,,,,69050300,Manaus,100000.0,https://am.olx.com.br/regiao-de-manaus/autos-e-pecas/carros-vans-e-utilitarios/compramos-carro-ja-financiado-898396133,Parque 10 de Novembro
"Carros, vans e utilitários", ,,,2021,1,,,,,,,,69037030,Manaus,100000.0,https://am.olx.com.br/regiao-de-manaus/autos-e-pecas/carros-vans-e-utilitarios/l200-frontier-amarok-s10-compro-quitado-ja-financiado-898395610,Ponta Negra
"Carros, vans e utilitários", ,,,2021,1,,,,,,,,69045300,Manaus,50000.0,https://am.olx.com.br/regiao-de-manaus/autos-e-pecas/carros-vans-e-utilitarios/bravo-captur-tucson-captiva-compro-quitado-ja-financiado-898393159,Planalto
"Carros, vans e utilitários", ,,,2021,1,,,,,,,,69085000,Manaus,100000.0,https://am.olx.com.br/regiao-de-manaus/autos-e-pecas/carros-vans-e-utilitarios/fazemos-a-quitacao-do-seu-carro-na-hora-898392579,São José Operário
"Carros, vans e utilitários",FIAT PALIO 1.0 ECONOMY FIRE FLEX 8V 4P,FIAT,Hatch,2014,80000,1.0,Flex,Manual,Hidráulica,Prata,4 portas,0,69098320,Manaus,,https://am.olx.com.br/regiao-de-manaus/autos-e-pecas/carros-vans-e-utilitarios/palio-fire-1-0-flex-2013-2014-ent-4-000-898392615,Novo Aleixo
"Carros, vans e utilitários", ,,,2021,1,,,,,,,,69010300,Manaus,35000.0,https://am.olx.com.br/regiao-de-manaus/autos-e-pecas/carros-vans-e-utilitarios/onix-prisma-hb20-ford-ka-compro-quitado-ja-financiado-898392094,Nossa Senhora Aparecida
"Carros, vans e utilitários", ,,,2021,1,,,,,,,,69049300,Manaus,36000.0,https://am.olx.com.br/regiao-de-manaus/autos-e-pecas/carros-vans-e-utilitarios/saveiro-strada-montana-compro-quitado-ja-financiado-898389956,Redenção
"Carros, vans e utilitários", ,,,2021,1,,,,,,,,69089300,Manaus,100000.0,https://am.olx.com.br/regiao-de-manaus/autos-e-pecas/carros-vans-e-utilitarios/avalio-e-compro-quitado-ja-financiado-898390844,Armando Mendes
"Carros, vans e utilitários",FORD FIESTA SED. PERSONNALITE 1.0 8V 4P,FORD,Passeio,2007,250000,1.0,Flex,Manual,Hidráulica,Preto,4 portas,7,69028411,Manaus,7800.0,https://am.olx.com.br/regiao-de-manaus/autos-e-pecas/carros-vans-e-utilitarios/ford-fiesta-2007-motor-1-0-flex-898391866,Flores
"Carros, vans e utilitários", ,,,2021,1,,,,,,,,69092300,Manaus,30000.0,https://am.olx.com.br/regiao-de-manaus/autos-e-pecas/carros-vans-e-utilitarios/mobi-kwid-fox-clio-up-uno-compro-quitado-ja-financiado-898391227,Nova Cidade
"Carros, vans e utilitários",KIA MOTORS SPORTAGE 2.0 16V AUT.,KIA MOTORS,SUV,2010,150,2.0 - 2.9,Flex,Automático,Hidráulica,Prata,4 portas,5,69088362,Manaus,18000.0,https://am.olx.com.br/regiao-de-manaus/autos-e-pecas/carros-vans-e-utilitarios/vendo-ou-troco-898391689,Jorge Teixeira
"Carros, vans e utilitários",TOYOTA ETIOS XS SEDAN1.5 FLEX 16V 4P MEC.,TOYOTA,Passeio,2014,77000,1.5,Flex,Manual,Elétrica,Prata,4 portas,1,69057025,Manaus,,https://am.olx.com.br/regiao-de-manaus/autos-e-pecas/carros-vans-e-utilitarios/etios-sedan-xs-1-5-2014-898389533,Adrianópolis
"Carros, vans e utilitários",VW - VOLKSWAGEN GOL (NOVO) 1.6 MI TOTAL FLEX 8V 4P,VW - VOLKSWAGEN,Hatch,2014,103747,1.6,Gasolina,Manual,Hidráulica,Branco,4 portas,1,69020031,Manaus,28000.0,https://am.olx.com.br/regiao-de-manaus/autos-e-pecas/carros-vans-e-utilitarios/carro-volkswagen-gol-1-6-mi-total-fex-898388721,Centro
,,,,,,,,,,,,,,,,https://am.olx.com.br/regiao-de-manaus/autos-e-pecas/carros-vans-e-utilitarios/vendo-prisma-1-4-lt-2013-898388180,
"Carros, vans e utilitários",EFFA V22 PICK-UP CD 1.3 16V 4P,EFFA,Pick-up,2021,0,,Gasolina,Manual,Mecânica,Branco,4 portas,9,69010160,Manaus,78900.0,https://am.olx.com.br/regiao-de-manaus/autos-e-pecas/carros-vans-e-utilitarios/effa-v22-pick-up-cd-1-3-16v-4p-811228567,Centro
"Carros, vans e utilitários",FORD FIESTA 1.0 8V FLEX/CLASS 1.0 8V FLEX 5P,FORD,Sedã,2009,127635,1.0,Flex,Manual,Hidráulica,Prata,4 portas,6,69054120,Manaus,14500.0,https://am.olx.com.br/regiao-de-manaus/autos-e-pecas/carros-vans-e-utilitarios/fiesta-class-1-0-2009-898388373,Parque 10 de Novembro
"Carros, vans e utilitários",TOYOTA ETIOS XLS SEDAN 1.5 FLEX 16V 4P MEC.,TOYOTA,Sedã,2017,64150,,Flex,Manual,Hidráulica,Prata,4 portas,7,69010160,Manaus,45900.0,https://am.olx.com.br/regiao-de-manaus/autos-e-pecas/carros-vans-e-utilitarios/toyota-etios-x-sedan-1-5-flex-16v-4p-mec-888618745,Centro
"Carros, vans e utilitários",VW - VOLKSWAGEN SAVEIRO CL 1.6 MI / CL/ C 1.6,VW - VOLKSWAGEN,Van/Utilitário,2017,60000,1.6,Flex,Manual,Hidráulica,Branco,4 portas,,69054700,Manaus,,https://am.olx.com.br/regiao-de-manaus/autos-e-pecas/carros-vans-e-utilitarios/saveiro-no-boleto-882362077,Parque 10 de Novembro
"Carros, vans e utilitários",GM - CHEVROLET CORSA HAT. MAXX 1.4 8V ECONOFLEX 5P,GM - CHEVROLET,Hatch,2012,97000,1.4,Flex,Manual,Hidráulica,Prata,4 portas,9,69098052,Manaus,18000.0,https://am.olx.com.br/regiao-de-manaus/autos-e-pecas/carros-vans-e-utilitarios/vendo-corsa-898387938,Novo Aleixo
"Carros, vans e utilitários",FORD KA 1.0 SE/SE PLUS TIVCT FLEX 5P,FORD,Sedã,2018,84085,,Flex,Manual,Hidráulica,Branco,4 portas,6,69010160,Manaus,46900.0,https://am.olx.com.br/regiao-de-manaus/autos-e-pecas/carros-vans-e-utilitarios/ford-ka-1-0-se-se-plus-tivct-flex-5p-858657194,Centro
"Carros, vans e utilitários",FIAT TORO FREEDOM 1.8 16V FLEX AUT.,FIAT,Pick-up,2017,114,1.8,Flex,Automático,Elétrica,Prata,4 portas,3,69097235,Manaus,75000.0,https://am.olx.com.br/regiao-de-manaus/autos-e-pecas/carros-vans-e-utilitarios/vendo-toro-prata-2017-2017-898364632,Nova Cidade
