Categoria,Modelo,Marca,Tipo de veículo,Ano,Quilometragem,Potência do motor,Combustível,Câmbio,Direção,Cor,Portas,Final de placa,CEP,Município,Bairro,url,Tipo,Novo/Usado
"Carros, vans e utilitários",GM - CHEVROLET PRISMA SED. LT 1.4 8V FLEXPOWER 4P AUT.,GM - CHEVROLET,Sedã,2014,120831,,Flex,Automático,Hidráulica,,4 portas,3,15080210,São José do Rio Preto,Jardim Santa Maria,https://sp.olx.com.br/regiao-de-sao-jose-do-rio-preto/autos-e-pecas/carros-vans-e-utilitarios/chevrolet-prisma-prisma-sed-lt-1-4-8v-flexpower-4p-aut-fl-843365131,,
"Carros, vans e utilitários",GM - CHEVROLET CELTA SPIRIT/ LT 1.0 MPFI 8V FLEXP. 5P,GM - CHEVROLET,Hatch,2015,82794,1.0,Flex,Manual,Hidráulica,Preto,4 portas,8,14807249,Araraquara,Jardim Higienópolis,https://sp.olx.com.br/regiao-de-ribeirao-preto/autos-e-pecas/carros-vans-e-utilitarios/celta-1-0-lt-888487851,,
"Carros, vans e utilitários",FORD TERRITORY,FORD,Passeio,2021,0,,Gasolina,Automático,,,4 portas,,04045003,São Paulo,Mirandópolis,https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/ford-territory-1-5-ecoboost-gtdi-titanium-787056714,,
"Carros, vans e utilitários",JEEP RENEGADE1.8 4X2 FLEX 16V AUT.,JEEP,SUV,2018,16000,1.8,Flex,Automático,Hidráulica,Branco,4 portas,0,17519000,Marília,Fragata,https://sp.olx.com.br/regiao-de-bauru-e-marilia/autos-e-pecas/carros-vans-e-utilitarios/renegade-2018-16-000km-automatico-898710895,,
"Carros, vans e utilitários",FORD FIESTA 1.6 8V FLEX/CLASS 1.6 8V FLEX 5P,FORD,,2013,90000,,Flex,Manual,,Branco,4 portas,,15040300,São José do Rio Preto,Jardim Residencial Vetorasso,https://sp.olx.com.br/regiao-de-sao-jose-do-rio-preto/autos-e-pecas/carros-vans-e-utilitarios/ford-fiesta-hatch-2013-1-6-rocam-hatch-8v-flex-4p-manual-880264633,,
"Carros, vans e utilitários",GM - CHEVROLET S10 PICK-UP LTZ 2.5 FLEX 4X2 CD,GM - CHEVROLET,,2014,102000,,Flex,Manual,,Outra,4 portas,,15040300,São José do Rio Preto,Jardim Residencial Vetorasso,https://sp.olx.com.br/regiao-de-sao-jose-do-rio-preto/autos-e-pecas/carros-vans-e-utilitarios/chevrolet-s10-2014-2-4-ltz-4x2-cd-8v-flex-4p-manual-884138499,,
"Carros, vans e utilitários",VOLVO C30 2.0 145CV,VOLVO,Hatch,2010,100000,2.0 - 2.9,Gasolina,Automático,Hidráulica,Preto,2 portas,7,08070002,São Paulo,Vila Norma,https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/volvo-c-30-baixo-km-revisada-unico-dono-oferta--s-entrada-fixas-de-r-1-000-00-882985881,,
"Carros, vans e utilitários",TOYOTA BAND.PICAPE CHASSI LONGO DIESEL,TOYOTA,Pick-up,1998,125000,,Diesel,Manual,Hidráulica,Cinza,2 portas,0,13990000,Espírito Santo do Pinhal,,https://sp.olx.com.br/grande-campinas/autos-e-pecas/carros-vans-e-utilitarios/toyota-bandeirante-longa-reais-interessados-liguem-nao-responderei-chat-nem-zap-898710836,,
"Carros, vans e utilitários",FIAT TORO ENDURENCE 1.8 16V FLEX AUT.,FIAT,Passeio,2019,35000,,Flex,Automático,,,4 portas,2,09230700,Santo André,Vila Alto de Santo André,https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/fiat-toro-2018-2019-1-8-16v-evo-flex-freedom-at6-880975016,,
"Carros, vans e utilitários",VW - VOLKSWAGEN GOL 1.0 TREND/ POWER 8V 2P,VW - VOLKSWAGEN,Hatch,2013,80000,1.0,Flex,Manual,Hidráulica,Prata,2 portas,5,15043010,São José do Rio Preto,Eldorado,https://sp.olx.com.br/regiao-de-sao-jose-do-rio-preto/autos-e-pecas/carros-vans-e-utilitarios/gol-1-0-flex-g4-completo-2013-novissimo-898710831,,
"Carros, vans e utilitários",GM - CHEVROLET CELTA SPIRIT/ LT 1.0 MPFI 8V FLEXP. 5P,GM - CHEVROLET,Passeio,2012,148000,1.0,Flex,Manual,,Prata,4 portas,7,03526000,São Paulo,Jardim Maringá,https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/chevrolet-celta-2012-lt-vidros-e-travas-eletricas-1-0-8v-flex-revisado-835031974,,
"Carros, vans e utilitários",FIAT BRAVO SPORTING 1.8 DUALOGIC FLEX 16V 5P,FIAT,Passeio,2014,110000,,Flex,Automático,,,4 portas,9,19802122,Assis,Vila Ribeiro,https://sp.olx.com.br/regiao-de-presidente-prudente/autos-e-pecas/carros-vans-e-utilitarios/bravo-2014-2014-1-8-sporting-16v-flex-4p-automatizado-888570501,,
"Carros, vans e utilitários",VW - VOLKSWAGEN VIRTUS HIGHLINE 200 TSI 1.0 FLEX 12V AUT,VW - VOLKSWAGEN,Sedã,2019,54000,1.0,Flex,Automático,Elétrica,Branco,4 portas,7,13064845,Campinas,Jardim Monte Alto,https://sp.olx.com.br/grande-campinas/autos-e-pecas/carros-vans-e-utilitarios/virtus-highiline-2019-897550111,,
"Carros, vans e utilitários",AUDI A3 SPORTBACK 1.4 TFSI S-TRONIC,AUDI,Hatch,2015,103000,1.4,Flex,Automático,Elétrica,Preto,4 portas,2,13050035,Campinas,Jardim do Lago,https://sp.olx.com.br/grande-campinas/autos-e-pecas/carros-vans-e-utilitarios/audi-a3-tfsi-sportback-2015-muito-novo-883882570,,
"Carros, vans e utilitários",MITSUBISHI L200 TRITON HLS 2.4 FLEX 16V CD MEC.,MITSUBISHI,Pick-up,2015,86000,2.0 - 2.9,Flex,Manual,Hidráulica,Branco,4 portas,5,18055131,Sorocaba,Jardim Simus,https://sp.olx.com.br/regiao-de-sorocaba/autos-e-pecas/carros-vans-e-utilitarios/l200-triton-2-4-hls-flex-2014-15-886516499,,
"Carros, vans e utilitários",RENAULT SANDERO GT LINE HI-FLEX 1.6 8V 5P,RENAULT,Hatch,2013,97500,1.6,Flex,Manual,Hidráulica,Vermelho,4 portas,9,08030470,São Paulo,Vila Curuçá,https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/sandero-gt-line-1-6-ipva-21-ok-898710820,,
"Carros, vans e utilitários",VW - VOLKSWAGEN CROSSFOX 1.6 MI TOTAL FLEX 8V 5P,VW - VOLKSWAGEN,SUV,2008,150000,,Flex,Manual,Hidráulica,,4 portas,3,15080210,São José do Rio Preto,Jardim Santa Maria,https://sp.olx.com.br/regiao-de-sao-jose-do-rio-preto/autos-e-pecas/carros-vans-e-utilitarios/volkswagen-crossfox-1-6-flex-flex-manual-867878753,,
"Carros, vans e utilitários",FIAT 147 C/ CL,FIAT,Hatch,1970,32000,1.0,Gasolina,Manual,Mecânica,Azul,2 portas,5,12609320,Lorena,Cidade Industrial,https://sp.olx.com.br/vale-do-paraiba-e-litoral-norte/autos-e-pecas/carros-vans-e-utilitarios/fiat-147-898710660,,
"Carros, vans e utilitários",GM - CHEVROLET S10 PICK-UP LTZ 2.5 FLEX 4X4 CD AUT.,GM - CHEVROLET,Pick-up,2019,5900,2.0 - 2.9,Flex,Automático,Elétrica,Prata,4 portas,5,03881130,São Paulo,Vila Ponte Rasa,https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/s10-897548314,,
"Carros, vans e utilitários",PEUGEOT 308 ALLURE 2.0 FLEX 16V 5P AUT.,PEUGEOT,Hatch,2014,88000,2.0 - 2.9,Flex,Automático,Hidráulica,Preto,4 portas,7,13040000,Campinas,Jardim do Trevo,https://sp.olx.com.br/grande-campinas/autos-e-pecas/carros-vans-e-utilitarios/peugeot-308-2014-2-0-top-com-teto-898710775,,
"Carros, vans e utilitários",VW - VOLKSWAGEN KOMBI LOTAÇÃO 1.4 MI TOTAL FLEX 8V,VW - VOLKSWAGEN,Van/Utilitário,2008,11111111,1.4,Flex,Manual,Mecânica,Cinza,2 portas,0,15906888,Taquaritinga,Jardim Maria Luiza II,https://sp.olx.com.br/regiao-de-ribeirao-preto/autos-e-pecas/carros-vans-e-utilitarios/vende-se-kombi-serie-ilimitada-valor-20-000-898710746,,
"Carros, vans e utilitários",TOYOTA COROLLA XEI 2.0 FLEX 16V AUT.,TOYOTA,,2013,81600,2.0 - 2.9,Flex,Automático,,Prata,4 portas,,11726000,Praia Grande,Sítio do Campo,https://sp.olx.com.br/baixada-santista-e-litoral-sul/autos-e-pecas/carros-vans-e-utilitarios/toyota-corolla-2-0-xei-16v-flex-4p-automatico-883232386,,
"Carros, vans e utilitários",GM - CHEVROLET CELTA LIFE 1.0 MPFI VHC 8V 3P,GM - CHEVROLET,,2001,1,,,,,,2 portas,,17015012,Bauru,Centro,https://sp.olx.com.br/regiao-de-bauru-e-marilia/autos-e-pecas/carros-vans-e-utilitarios/troco-chevrolet-celta-2001-troco-por-um-utilitario-leia-todo-o-anuncio-898710143,,
"Carros, vans e utilitários",PEUGEOT BOXER,PEUGEOT,Passeio,2013,230600,2.0 - 2.9,Diesel,Manual,Hidráulica,Prata,4 portas,5,09720000,São Bernardo do Campo,Centro,https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/peugeot-boxer-2013-2-3-hdi-330-passageiro-16-lugares-8v-diesel-3p-manual-844068882,,
"Carros, vans e utilitários",PEUGEOT 206 SELECTION/ SENSATION 1.0 16V 5P,PEUGEOT,Hatch,2002,200000,1.0,Gasolina,Manual,Mecânica,Vermelho,4 portas,3,13183290,Hortolândia,Jardim Nova Hortolândia I,https://sp.olx.com.br/grande-campinas/autos-e-pecas/carros-vans-e-utilitarios/peugeot-206-1-0-16v-2002-898710769,,
"Carros, vans e utilitários",RENAULT CAPTUR LIFE 1.6 16V FLEX 5P AUT.(PCD),RENAULT,SUV,2018,48598,1.6,Flex,Automático,Elétrica,Branco,4 portas,5,02413000,São Paulo,Imirim,https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/captur-898710670,,
"Carros, vans e utilitários",VW - VOLKSWAGEN PASSAT 3.2 V6 FSI 24V 250CV TIP.,VW - VOLKSWAGEN,Sedã,2009,112415,3.0 - 3.9,Gasolina,Automático,Hidráulica,Preto,4 portas,3,09060000,Santo André,Vila Valparaíso,https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/volkswagen-passat-2009-3-2-variante-874626877,,
"Carros, vans e utilitários",VW - VOLKSWAGEN PARATI C 1.6/ CL 1.6 MI 2P E 4P,VW - VOLKSWAGEN,,1990,127000,1.6,Álcool,Manual,Mecânica,Prata,,,13401867,Piracicaba,Campestre,https://sp.olx.com.br/grande-campinas/autos-e-pecas/carros-vans-e-utilitarios/patati-1-6-898708664,,
"Carros, vans e utilitários",GM - CHEVROLET CORSA SEDAN 1.0 MPFI 8V 71CV 4P,GM - CHEVROLET,Hatch,2000,9720,1.0,Gasolina,Manual,Mecânica,Branco,4 portas,0,14403500,Franca,Vila Santa Cruz,https://sp.olx.com.br/regiao-de-ribeirao-preto/autos-e-pecas/carros-vans-e-utilitarios/vende-se-898709912,,
"Carros, vans e utilitários",FORD FIESTA SED. 1.6 8V FLEX 4P,FORD,Sedã,2007,173200,1.6,Flex,Manual,Mecânica,Prata,4 portas,7,04309011,São Paulo,Jabaquara,https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/fiesta-sedan-1-6-basico-06-07-880562583,,
"Carros, vans e utilitários",NISSAN KICKS SV 1.6 16V FLEXSTAR 5P AUT.,NISSAN,Passeio,2020,50700,,Flex,Automático,,,4 portas,7,06036000,Osasco,Umuarama,https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/kicks-2019-2020-1-6-16v-flexstart-sv-4p-xtronic-879021038,,
"Carros, vans e utilitários",GM - CHEVROLET C-10 DE LUXE CD 2.5/ 4.1,GM - CHEVROLET,Pick-up,1965,34000,4.0 ou mais,Gasolina,Manual,Mecânica,Azul,,1,13601264,Araras,Jardim Francisco Buzolin,https://sp.olx.com.br/grande-campinas/autos-e-pecas/carros-vans-e-utilitarios/c14-6cc-4-farois-1964-rarissima-898710225,,
"Carros, vans e utilitários",FIAT TEMPRA 2.0 I.E. 8V 2P E 4P,FIAT,Sedã,1995,250000,2.0 - 2.9,Gasolina,Manual,Hidráulica,Azul,4 portas,5,05359000,São Paulo,Vila Butantã,https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/vendo-inteiro-ou-pecas-tempra-i-e-2-08v-898709656,,
"Carros, vans e utilitários",FIAT TORO VOLCANO 2.0 16V 4X4 TB DIESEL AUT.,FIAT,Pick-up,2017,150000,2.0 - 2.9,Diesel,Automático,Elétrica,Vermelho,4 portas,9,05061050,São Paulo,Vila Romana,https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/toro-volcano-4x4-866624807,,
"Carros, vans e utilitários",GM - CHEVROLET ONIX,GM - CHEVROLET,,2021,0,1.0,Flex,Automático,Elétrica,Branco,4 portas,,04537080,São Paulo,Vila Nova Conceição,https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/chevrolet-onix-1-0-turbo-flex-premier-automatico-898707326,,
"Carros, vans e utilitários",FIAT ARGO,FIAT,Passeio,2020,56500,,Flex,Manual,,,4 portas,0,13050032,Campinas,Jardim do Lago,https://sp.olx.com.br/grande-campinas/autos-e-pecas/carros-vans-e-utilitarios/fiat-argo-2019-2020-1-0-firefly-flex-drive-manual-888598315,,
"Carros, vans e utilitários",PEUGEOT 206,PEUGEOT,Passeio,2003,20000,1.6,Gasolina,Manual,Hidráulica,Preto,4 portas,0,08420460,São Paulo,Parque Central,https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/vendo-ou-troco-898709147,,
"Carros, vans e utilitários",FORD ECOSPORT XLT 2.0/ 2.0 FLEX 16V 5P AUT.,FORD,SUV,2012,96000,2.0 - 2.9,Flex,Automático,Hidráulica,Preto,4 portas,0,12235680,São José dos Campos,Parque Industrial,https://sp.olx.com.br/vale-do-paraiba-e-litoral-norte/autos-e-pecas/carros-vans-e-utilitarios/ford-ecosport-2-0-xlt-automatica-96-000-km-869441527,,
"Carros, vans e utilitários",FIAT TORO FREEDOM 1.8 16V FLEX AUT.,FIAT,Pick-up,2017,80000,1.8,Flex,Automático,Hidráulica,Branco,4 portas,5,09260230,Santo André,Parque Novo Oratório,https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/fiat-toro-2017-898708253,,
"Carros, vans e utilitários",GM - CHEVROLET CELTA SPIRIT 1.0 MPFI VHC 8V 5P,GM - CHEVROLET,Hatch,2009,118,1.0,Flex,Manual,Mecânica,Preto,4 portas,5,14640000,Morro Agudo,,https://sp.olx.com.br/regiao-de-ribeirao-preto/autos-e-pecas/carros-vans-e-utilitarios/celta-spirit-898709440,,
"Carros, vans e utilitários",FIAT SIENA ESSENCE DUALOGIC 1.6 FLEX 16V 4P,FIAT,Passeio,2016,71542,,Flex,Automático,,,4 portas,9,13076260,Campinas,Jardim Nossa Senhora Auxiliadora,https://sp.olx.com.br/grande-campinas/autos-e-pecas/carros-vans-e-utilitarios/grand-siena-2015-2016-1-6-mpi-essence-16v-flex-4p-automatizado-893709262,,
"Carros, vans e utilitários",FIAT PALIO EDX 1.0 MPI 4P,FIAT,Passeio,1997,280,1.0,Gasolina,Manual,Mecânica,Prata,4 portas,6,05267040,São Paulo,Jardim Anhangüera,https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/fiat-palio-97-98-898707827,,
"Carros, vans e utilitários",NISSAN TIIDA S 1.8/1.8 FLEX 16V  MEC.,NISSAN,Hatch,2013,140000,1.8,Flex,Manual,Hidráulica,Preto,4 portas,4,03167020,São Paulo,Mooca,https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/nissan-tiida-2013-898707352,,
"Carros, vans e utilitários",KIA MOTORS SPORTAGE EX 2.0 16V/ 2.0 16V FLEX AUT.,KIA MOTORS,Van/Utilitário,2018,52317,,Flex,Automático,Hidráulica,Prata,4 portas,0,02413000,São Paulo,Imirim,https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/kia-motors-sportage-top-de-linha-895510466,,
"Carros, vans e utilitários",GM - CHEVROLET PRISMA SED. LT 1.4 8V FLEXPOWER 4P,GM - CHEVROLET,Sedã,2012,135000,1.4,Flex,Manual,Hidráulica,Branco,4 portas,8,12248100,São José dos Campos,Jardim Santa Inês II,https://sp.olx.com.br/vale-do-paraiba-e-litoral-norte/autos-e-pecas/carros-vans-e-utilitarios/prisma-1-4-conservado-898707309,,
"Carros, vans e utilitários",NISSAN KICKS SL 1.6 16V FLEXSTAR 5P AUT.,NISSAN,SUV,2019,70000,1.6,Flex,Automático,Hidráulica,Cinza,4 portas,8,08610005,Suzano,Vila Amorim,https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/nissan-kicks-sl-866585374,,
"Carros, vans e utilitários",FORD KA SEL 1.5 16V FLEX 5P,FORD,Sedã,2016,49000,1.5,Flex,Manual,Elétrica,Prata,4 portas,6,08070002,São Paulo,Vila Norma,https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/ford-ka-sedan-sel-1-5-2016-top-baixo-km-854805782,,
"Carros, vans e utilitários",RENAULT SANDERO EXPRESSION FLEX 1.0 12V 5P,RENAULT,Passeio,2020,41693,,Flex,Manual,,,4 portas,0,13050032,Campinas,Jardim do Lago,https://sp.olx.com.br/grande-campinas/autos-e-pecas/carros-vans-e-utilitarios/sandero-2019-2020-1-0-12v-sce-flex-expression-manual-893909583,,
"Carros, vans e utilitários",VW - VOLKSWAGEN GOLF GL 1.8/ 2.0I 4P,VW - VOLKSWAGEN,Hatch,1995,284000,1.8,Gasolina,Manual,Mecânica,Vermelho,4 portas,,14025710,Ribeirão Preto,Alto da Boa Vista,https://sp.olx.com.br/regiao-de-ribeirao-preto/autos-e-pecas/carros-vans-e-utilitarios/volkswagen-golf-gl-1-8-vermelho-835880904,,
"Carros, vans e utilitários",RENAULT MASTER 2.3 DCI EXTRA FURGÃO 16V DIESEL,RENAULT,Van/Utilitário,2018,99000,2.0 - 2.9,Diesel,Manual,Hidráulica,Branco,4 portas,4,03417000,São Paulo,Chácara Califórnia,https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/renault-master-furgao-l3h2-2018-completa-886518012,,
"Carros, vans e utilitários",VW - VOLKSWAGEN GOL CL 1.6 MI 2P E 4P,VW - VOLKSWAGEN,Passeio,1988,180000,1.6,Álcool,Manual,Mecânica,Branco,2 portas,1,07810020,Franco da Rocha,Recanto da Lapa,https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/gol-quadrado-898707125,,
"Carros, vans e utilitários",HYUNDAI HB20 SENSE 1.0 12V FLEX MEC.,HYUNDAI,Passeio,2022,0,,Flex,Manual,,,4 portas,,09751000,São Bernardo do Campo,Baeta Neves,https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/hyundai-hb20-1-0-12v-sense-671956399,,
"Carros, vans e utilitários",GM - CHEVROLET S10 PICK-UP 2.8 4X2 TURBO INTERC. DIES.,GM - CHEVROLET,Pick-up,2019,57000,,Diesel,Automático,Hidráulica,Cinza,4 portas,2,14025080,Ribeirão Preto,Jardim Sumaré,https://sp.olx.com.br/regiao-de-ribeirao-preto/autos-e-pecas/carros-vans-e-utilitarios/chevrolet-s10-2-8-high-country-4x4-cd-16v-turbo-881445881,,
"Carros, vans e utilitários",VW - VOLKSWAGEN T-CROSS HIGHLINE 1.4 TSI FLEX 16V 5P AUT,VW - VOLKSWAGEN,SUV,2020,9726,1.4,Flex,Automático,Elétrica,Prata,4 portas,0,04475430,São Paulo,Jardim Rubilene,https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/vende-se-t-cross-top-linha-898707143,,
"Carros, vans e utilitários",GM - CHEVROLET JOY HATCH 1.0 8V FLEX 5P MEC,GM - CHEVROLET,Passeio,2020,40731,,Flex,Manual,,,4 portas,0,03620000,São Paulo,Vila Marieta,https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/chevrolet-joy-2019-2020-1-0-spe4-flex-manual-798539987,,
"Carros, vans e utilitários",JEEP RENEGADE SPORT 1.8 4X2 FLEX 16V AUT.,JEEP,SUV,2016,70000,1.8,Flex,Automático,Elétrica,Branco,4 portas,9,13060190,Campinas,Jardim Novo Campos Elíseos,https://sp.olx.com.br/grande-campinas/autos-e-pecas/carros-vans-e-utilitarios/renegade-1-8-flex-sport-873366779,,
"Carros, vans e utilitários",GM - CHEVROLET CRUZE LT 1.8 16V FLEXPOWER 4P AUT.,GM - CHEVROLET,Sedã,2013,146950,1.8,Flex,Automático,Elétrica,Branco,4 portas,5,09960120,Diadema,Conceição,https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/cruze-lt-1-8-automatico-2013-branco-completo-couro-888062722,,
"Carros, vans e utilitários",CITROEN C4 LOUNGE TENDANCE 2.0 FLEX 4P AUT.,CITROEN,Sedã,2015,75000,1.6,Flex,Automático,Hidráulica,Preto,4 portas,2,11025900,Santos,Aparecida,https://sp.olx.com.br/baixada-santista-e-litoral-sul/autos-e-pecas/carros-vans-e-utilitarios/c4-lounge-2-0-tendance-2015-885351324,,
"Carros, vans e utilitários",GM - CHEVROLET S10 PICK-UP LTZ 2.8 TDI 4X4 CD DIES.AUT,GM - CHEVROLET,,2021,10000,,Diesel,Automático,,,,,14600000,São Joaquim da Barra,,https://sp.olx.com.br/regiao-de-ribeirao-preto/autos-e-pecas/carros-vans-e-utilitarios/s10-2021-ltz-888353727,,
"Carros, vans e utilitários",VW - VOLKSWAGEN GOL 1.0 TREND/ POWER 8V 4P,VW - VOLKSWAGEN,Passeio,2008,134000,1.0,Flex,,Hidráulica,Outra,4 portas,,16010000,Araçatuba,Centro,https://sp.olx.com.br/regiao-de-presidente-prudente/autos-e-pecas/carros-vans-e-utilitarios/gol-g4-898707040,,
"Carros, vans e utilitários",TOYOTA COROLLA XEI 2.0 FLEX 16V AUT.,TOYOTA,Sedã,2016,104346,2.0 - 2.9,Flex,Automático,Elétrica,Prata,4 portas,1,15056750,São José do Rio Preto,Condomínio Residencial Parque da Liberdade I,https://sp.olx.com.br/regiao-de-sao-jose-do-rio-preto/autos-e-pecas/carros-vans-e-utilitarios/corolla-xei-2-0-unica-dona-898707081,,
"Carros, vans e utilitários",HYUNDAI TUCSON 2.0 16V AUT.,HYUNDAI,SUV,2013,93000,2.0 - 2.9,Gasolina,Automático,Hidráulica,Preto,4 portas,0,14025405,Ribeirão Preto,Jardim Sumaré,https://sp.olx.com.br/regiao-de-ribeirao-preto/autos-e-pecas/carros-vans-e-utilitarios/hyundai-tucson-2-0-gls-2013-automatica-895097528,,
"Carros, vans e utilitários",VW - VOLKSWAGEN FOX 1.0 MI TOTAL FLEX 8V 5P,VW - VOLKSWAGEN,Hatch,2011,99000,1.0,Flex,Manual,Hidráulica,Vermelho,4 portas,0,18075000,Sorocaba,Vila Olímpia,https://sp.olx.com.br/regiao-de-sorocaba/autos-e-pecas/carros-vans-e-utilitarios/fox-trend-1-0-2011-851149137,,
"Carros, vans e utilitários",NISSAN KICKS SL 1.6 16V FLEXSTAR 5P AUT.,NISSAN,SUV,2022,0,1.6,Flex,Automático,Elétrica,Azul,4 portas,,11675150,Caraguatatuba,Jardim Rio Santos,https://sp.olx.com.br/vale-do-paraiba-e-litoral-norte/autos-e-pecas/carros-vans-e-utilitarios/novo-kicks-exclusive-0km-automatico-2022-856966190,,
"Carros, vans e utilitários",FORD FIESTA 1.6 8V FLEX/CLASS 1.6 8V FLEX 5P,FORD,Sedã,2009,161277,1.6,Flex,Manual,Hidráulica,Preto,4 portas,3,03408020,São Paulo,Chácara Santo Antônio (Zona Leste),https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/fiesta-sedan-2009-2009-unica-dona-898707009,,
"Carros, vans e utilitários",CITROEN AIRCROSS LIVE 1.5 FLEX 8V 5P MEC.,CITROEN,SUV,2017,69000,1.5,Flex,Manual,Hidráulica,Vermelho,4 portas,9,03102004,São Paulo,Brás,https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/aircross-1-5-mecanico-2017-886060380,,
"Carros, vans e utilitários",RENAULT CAPTUR INTENSE 1.6 16V FLEX 5P AUT.,RENAULT,SUV,2019,13188,1.6,Flex,Automático,Hidráulica,Cinza,4 portas,4,03984040,São Paulo,Jardim Planalto,https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/renault-captur-intense-1-6-automatica-13mil-km-apenas-889804681,,
"Carros, vans e utilitários",HYUNDAI HR 2.5 TCI DIESEL (RS/RD),HYUNDAI,Passeio,2022,150,,Diesel,Manual,,,2 portas,1,11702480,Praia Grande,Aviação,https://sp.olx.com.br/baixada-santista-e-litoral-sul/autos-e-pecas/carros-vans-e-utilitarios/hyundai-hr-2-5-longo-sem-cacamba-4x2-16v-130cv-tur-868884998,,
"Carros, vans e utilitários",GM - CHEVROLET S10 PICK-UP 2.4 MPFI 8V 128CV/ RODEIO,GM - CHEVROLET,Pick-up,2004,174000,2.0 - 2.9,Gasolina,Manual,Hidráulica,Branco,2 portas,3,03509000,São Paulo,Chácara Seis de Outubro,https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/s10-2-4-cs-2004-898707007,,
"Carros, vans e utilitários",CITROEN C4 GLX 2.0 FLEX 16V 5P MEC.,CITROEN,Hatch,2010,151000,2.0 - 2.9,Flex,Manual,Hidráulica,Prata,4 portas,6,12235681,São José dos Campos,Parque Industrial,https://sp.olx.com.br/vale-do-paraiba-e-litoral-norte/autos-e-pecas/carros-vans-e-utilitarios/citroen-c4-glx-2-0-completo-859742973,,
"Carros, vans e utilitários",RENAULT MEGANE SEDAN DYNAMIQUE HI-FLEX 1.6 16V,RENAULT,Sedã,2010,47827,1.6,Flex,Manual,Elétrica,Preto,4 portas,1,11320310,São Vicente,Itararé,https://sp.olx.com.br/baixada-santista-e-litoral-sul/autos-e-pecas/carros-vans-e-utilitarios/renault-megane-1-6-16v-dynamic-completo-898707000,,
"Carros, vans e utilitários",HYUNDAI HB20S C.STYLE/C.PLUS1.6 FLEX 16V AUT. 4P,HYUNDAI,Passeio,2019,47565,,Flex,Automático,,,4 portas,3,12242014,São José dos Campos,Jardim Serimbura,https://sp.olx.com.br/vale-do-paraiba-e-litoral-norte/autos-e-pecas/carros-vans-e-utilitarios/hb20s-2019-2019-1-6-comfort-plus-16v-flex-4p-automatico-895377726,,
