Categoria,Modelo,Marca,Ano,Quilometragem,Potência do motor,Combustível,Câmbio,Direção,Cor,Portas,Final de placa,CEP,Município,Bairro,price,url,Tipo de veículo
"Carros, vans e utilitários",RENAULT SANDERO EXPRESSION HI-FLEX 1.6 8V 5P,RENAULT,2015,86000,1.6,Flex,Manual,Hidráulica,Branco,4 portas,4,93020645,São Leopoldo,Fião,39900.0,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/sandero-expression-1-6-unico-dono-completo-86-km-894902232,Hatch
"Carros, vans e utilitários",FIAT 500 SPORT AIR 1.4 16V/1.4 FLEX 16V AUT.,FIAT,2012,94175,1.4,Flex,Automático,Hidráulica,Preto,2 portas,3,94070001,Gravataí,Bom Princípio,35900.0,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/fiat-500-sport-air-2012-completo-banco-couro-automatico-894986077,Hatch
"Carros, vans e utilitários",FORD ECOSPORT FREESTYLE 1.5 12V FLEX 5P AUT.,FORD,2018,50500,1.5,Flex,Automático,Elétrica,Branco,4 portas,1,93490000,Novo Hamburgo,Lomba Grande,73000.0,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/ecosport-1-5-automatica-zerada-897963031,SUV
"Carros, vans e utilitários",VW - VOLKSWAGEN GOL CITY (TREND)/TITAN 1.0 T. FLEX 8V 4P,VW - VOLKSWAGEN,2016,0,1.0,Flex,Manual,Hidráulica,Prata,4 portas,6,93410040,Novo Hamburgo,Pátria Nova,33900.0,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/gol-city-1-0-2016-745754615,Hatch
"Carros, vans e utilitários",RENAULT CLIO AUTHENTIQUE 1.0 8V 3P,RENAULT,2004,198000,1.0,Gasolina,Manual,Mecânica,Branco,2 portas,9,95707340,Bento Gonçalves,São João,11999.0,https://rs.olx.com.br/regioes-de-caxias-do-sul-e-passo-fundo/autos-e-pecas/carros-vans-e-utilitarios/clio-authentique-875783237,Hatch
"Carros, vans e utilitários",VW - VOLKSWAGEN VOYAGE 1.6 MSI FLEX 8V 4P,VW - VOLKSWAGEN,2020,45787,,Flex,Manual,,,4 portas,2,92020333,Canoas,Marechal Rondon,54990.0,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/voyage-2019-2020-1-6-msi-totalflex-4p-manual-862276456,Passeio
"Carros, vans e utilitários",FIAT DOBLO ADV/ADV TRYON/LOCKER 1.8 FLEX,FIAT,2007,140000,1.8,Flex,Manual,Hidráulica,Verde,4 portas,1,91110000,Porto Alegre,São Sebastião,23000.0,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/doblo-adventure-repasse-897961828,Van/Utilitário
"Carros, vans e utilitários",VW - VOLKSWAGEN PASSAT VARIANT TURBO 2.0 FSI TIPTRON. 5P,VW - VOLKSWAGEN,2009,94500,2.0 - 2.9,Gasolina,Automático,Hidráulica,Preto,4 portas,8,95098752,Caxias do Sul,Kayser,35900.0,https://rs.olx.com.br/regioes-de-caxias-do-sul-e-passo-fundo/autos-e-pecas/carros-vans-e-utilitarios/passat-variant-2-0-tsi-16v-211cv-801814330,Passeio
"Carros, vans e utilitários",AUDI A3 SEDAN 1.4/ ATTRA. 16V TB FSI S-TRONIC,AUDI,2017,46000,1.4,Gasolina,Automático,Elétrica,Prata,4 portas,0,99250000,Serafina Corrêa,,104900.0,https://rs.olx.com.br/regioes-de-caxias-do-sul-e-passo-fundo/autos-e-pecas/carros-vans-e-utilitarios/audi-a3-1-4-turbo-2017-placa-i-do-rs-estado-de-okm-889400144,Sedã
"Carros, vans e utilitários",GM - CHEVROLET CRUZE LT 1.4 16V TURBO FLEX 4P AUT.,GM - CHEVROLET,2017,0,1.4,Flex,Automático,Elétrica,Outra,4 portas,0,93210240,Sapucaia do Sul,Primor,82800.0,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/cruze-lt-1-4-turbo-2017-890831176,Sedã
"Carros, vans e utilitários",GM - CHEVROLET CELTA SPIRIT/ LT 1.0 MPFI 8V FLEXP. 5P,GM - CHEVROLET,2014,100000,1.0,Flex,Manual,Hidráulica,Branco,4 portas,0,93800140,Sapiranga,Centro,26800.0,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/celta-1-0-lt-2014-4p-839660560,
"Carros, vans e utilitários",PEUGEOT 308 ACTIVE 1.6 FLEX 16V 5P MEC.,PEUGEOT,2014,89447,1.6,Flex,Manual,Hidráulica,Vermelho,4 portas,0,91060591,Porto Alegre,São Sebastião,35990.0,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/peugeot-308-active-861283905,
"Carros, vans e utilitários",GM - CHEVROLET COBALT GRAPHITE 1.8 8V ECONO.FLEX 4P AUT,GM - CHEVROLET,2015,79000,,Flex,Automático,Hidráulica,Outra,4 portas,4,91530110,Porto Alegre,Partenon,47900.0,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/chevrolet-cobalt-1-8-graf-aut-4p-886622739,Sedã
"Carros, vans e utilitários",GM - CHEVROLET MERIVA,GM - CHEVROLET,2005,133140,1.8,Flex,Manual,Hidráulica,Cinza,4 portas,4,91050360,Porto Alegre,Jardim Lindóia,17000.0,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/carro-meriva-897961564,Passeio
"Carros, vans e utilitários",HONDA CIVIC SEDAN LXR 2.0 FLEXONE 16V AUT. 4P,HONDA,2014,0,2.0 - 2.9,Flex,Automático,Elétrica,Prata,4 portas,0,93210240,Sapucaia do Sul,Primor,64800.0,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/civic-lxr-2-0-2014-878800494,Sedã
"Carros, vans e utilitários",FIAT IDEA ELX 1.8 MPI FLEX 8V 5P,FIAT,2009,132000,1.4,Flex,Manual,Hidráulica,Verde,4 portas,,91910530,Porto Alegre,Cristal,23900.0,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/idea-elx-1-4-871357298,SUV
"Carros, vans e utilitários",HONDA CIVIC SED. LXL/LXL SE 1.8 FLEX 16V MEC.,HONDA,2011,105680,1.8,Flex,Manual,Elétrica,Preto,4 portas,3,95320000,Nova Prata,,40800.0,https://rs.olx.com.br/regioes-de-caxias-do-sul-e-passo-fundo/autos-e-pecas/carros-vans-e-utilitarios/vendo-honda-civic-2011-897961040,Sedã
"Carros, vans e utilitários",ALFA ROMEO 164 3.0 V6,ALFA ROMEO,1998,1,2.0 - 2.9,Gasolina,Manual,Hidráulica,Verde,4 portas,,90450230,Porto Alegre,Mont Serrat,26000.0,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/alfa-romeo-164-1995-12v-mecanica-897960082,Sedã
"Carros, vans e utilitários",KIA MOTORS CERATO 1.6 16V MEC.,KIA MOTORS,2006,144000,1.6,Gasolina,Manual,Hidráulica,Azul,4 portas,7,91060591,Porto Alegre,São Sebastião,17990.0,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/kia-cerato-gls-1-6n1-892496601,
"Carros, vans e utilitários",FIAT FREEMONT 2.4 16V 5P AUT.,FIAT,2015,64000,2.0 - 2.9,Gasolina,Automático,Hidráulica,Preto,4 portas,8,93260048,Esteio,Centro,69900.0,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/fiat-freemont-precision-at-2015-878606832,SUV
"Carros, vans e utilitários",HYUNDAI HB20 EVOLUTION 1.0 TB FLEX 12V AUT,HYUNDAI,2022,0,,Flex,Automático,,,4 portas,,95041410,Caxias do Sul,Nossa Senhora de Fátima,88390.0,https://rs.olx.com.br/regioes-de-caxias-do-sul-e-passo-fundo/autos-e-pecas/carros-vans-e-utilitarios/hyundai-hb20-1-0-tgdi-evolution-885307435,Passeio
"Carros, vans e utilitários",VW - VOLKSWAGEN POLO 1.6 E-FLEX 8V 5P,VW - VOLKSWAGEN,2011,190000,1.6,Gasolina,Manual,Hidráulica,Prata,4 portas,9,93890000,Nova Hartz,,28000.0,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/volkswagen-polo-1-6-ano-2011-897959761,Sedã
"Carros, vans e utilitários",RENAULT LOGAN ZEN FLEX 1.0 12V 4P MEC.,RENAULT,2021,50293,,Flex,Manual,,,4 portas,7,97010200,Santa Maria,Centro,54940.0,https://rs.olx.com.br/regioes-de-santa-maria-uruguaiana-e-cruz-alta/autos-e-pecas/carros-vans-e-utilitarios/logan-2020-2021-1-0-12v-sce-flex-zen-manual-884522072,Passeio
"Carros, vans e utilitários",HYUNDAI IX35 2.0 16V 170CV 2WD/4WD MEC.,HYUNDAI,2012,98000,2.0 - 2.9,Flex,Manual,Hidráulica,Prata,4 portas,7,93260048,Esteio,Centro,58900.0,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/hyundai-ix35-2-0-2012-889241980,SUV
"Carros, vans e utilitários",CITROEN XSARA PICASSO EXC./ETOILE 2.0 16V MEC.,CITROEN,2002,267,2.0 - 2.9,Gasolina,Manual,Hidráulica,Preto,4 portas,4,92990000,Eldorado do Sul,,10000.0,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/xsara-picasso-2-0-2002-897959652,SUV
"Carros, vans e utilitários",GM - CHEVROLET OPALA DIPLOMATA/DIPLOM. SLE 4.1/2.5,GM - CHEVROLET,1989,121000,4.0 ou mais,Gasolina,Manual,Hidráulica,Cinza,4 portas,5,98780868,Santa Rosa,Centro,45000.0,https://rs.olx.com.br/regioes-de-santa-maria-uruguaiana-e-cruz-alta/autos-e-pecas/carros-vans-e-utilitarios/opala-diplomata-6c-completo-897959816,Antigo
"Carros, vans e utilitários",GM - CHEVROLET PRISMA SED. LTZ 1.4 8V FLEXPOWER 4P,GM - CHEVROLET,2019,71000,,Flex,Manual,,,4 portas,6,95700000,Bento Gonçalves,,63900.0,https://rs.olx.com.br/regioes-de-caxias-do-sul-e-passo-fundo/autos-e-pecas/carros-vans-e-utilitarios/prisma-2018-2019-1-4-mpfi-ltz-8v-flex-4p-manual-857900207,Passeio
"Carros, vans e utilitários",GM - CHEVROLET VECTRA EXPRES./ COLLECTION  2.0 MPFI 8V,GM - CHEVROLET,2004,93000,2.0 - 2.9,Gasolina,Manual,Hidráulica,Outra,4 portas,8,95990000,Ilópolis,,25000.0,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/vendo-vectra-expression-897959139,Sedã
"Carros, vans e utilitários",VW - VOLKSWAGEN FOX ROCK IN RIO 1.6 MI TOTAL FLEX 8V 5P,VW - VOLKSWAGEN,2014,79000,1.6,Flex,Manual,Elétrica,Cinza,4 portas,1,91740000,Porto Alegre,Cavalhada,39900.0,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/volkswagen-fox-rock-in-rio-1-6-4p-886977214,Hatch
"Carros, vans e utilitários",VW - VOLKSWAGEN GOLF 1.6 MI TOTAL FLEX 8V 4P,VW - VOLKSWAGEN,2011,100,1.6,Flex,Manual,Hidráulica,Cinza,4 portas,9,96085000,Pelotas,Areal,38900.0,https://rs.olx.com.br/regioes-de-pelotas-rio-grande-e-bage/autos-e-pecas/carros-vans-e-utilitarios/golf-1-6-2011-860569782,Hatch
"Carros, vans e utilitários",VW - VOLKSWAGEN VOYAGE COMFORTLINE  1.0 T.FLEX 8V 4P,VW - VOLKSWAGEN,2016,1,1.0,Flex,Manual,Hidráulica,Branco,4 portas,9,96085000,Pelotas,Areal,45900.0,https://rs.olx.com.br/regioes-de-pelotas-rio-grande-e-bage/autos-e-pecas/carros-vans-e-utilitarios/vw-voyage-1-0-comfortline-2016-881306892,Sedã
"Carros, vans e utilitários",FIAT UNO SPORTING 1.4 EVO FIRE FLEX 8V 4P,FIAT,2012,117000,1.4,Flex,Manual,Hidráulica,Amarelo,4 portas,,97060210,Santa Maria,Nonoai,29900.0,https://rs.olx.com.br/regioes-de-santa-maria-uruguaiana-e-cruz-alta/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-sporting-1-4-gol-palio-celta-847097703,Hatch
"Carros, vans e utilitários",FIAT PUNTO ATTRACTIVE 1.4 FIRE FLEX 8V 5P,FIAT,2012,14000,,Flex,Manual,Hidráulica,Preto,4 portas,4,91360000,Porto Alegre,Cristo Redentor,31900.0,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/punto-1-4-atractive-2012-completo-rodas-de-liga-897959126,
"Carros, vans e utilitários",LAND ROVER RANGE ROVER EVOQUE PURE TECH 2.0 AUT. 5P,LAND ROVER,2013,102000,2.0 - 2.9,Gasolina,Automático,Elétrica,Prata,4 portas,4,92010242,Canoas,Centro,118999.0,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/land-rover-ranger-rover-evoque-pure-tech-ano-2013-top-raridade-impecavel-880188111,SUV
"Carros, vans e utilitários",VW - VOLKSWAGEN GOLF SPORTLINE 1.6 MI TOTAL FLEX 8V 4P,VW - VOLKSWAGEN,2010,67000,1.6,Gasolina,Manual,Hidráulica,Preto,4 portas,6,99770000,Aratiba,,37200.0,https://rs.olx.com.br/regioes-de-caxias-do-sul-e-passo-fundo/autos-e-pecas/carros-vans-e-utilitarios/golf-sportline-2010-897958795,Hatch
"Carros, vans e utilitários",PEUGEOT 208 GRIFFE 1.6 FLEX 16V 5P AUT.,PEUGEOT,2019,23707,1.0,Flex,Automático,Hidráulica,Vermelho,4 portas,8,90240510,Porto Alegre,São João,66900.0,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/peugeot-208-griffe-1-6-16v-flex-aut-835505988,
"Carros, vans e utilitários",FORD FUSION SEL 2.5 16V 173CV AUT.,FORD,2010,159000,,Gasolina,Automático,Elétrica,Branco,,0,95059245,Caxias do Sul,Santo Antônio,44900.0,https://rs.olx.com.br/regioes-de-caxias-do-sul-e-passo-fundo/autos-e-pecas/carros-vans-e-utilitarios/fusion-2-5-sel-branco-perola-897958423,Sedã
"Carros, vans e utilitários",JAGUAR DAIMLER LWB 4.0,JAGUAR,1997,88000,4.0 ou mais,Gasolina,Automático,Hidráulica,Preto,4 portas,8,90430030,Porto Alegre,Moinhos de Vento,700000.0,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/jaguar-daimler-o-carro-da-familia-real-britanica-ano-1997-889450500,Antigo
"Carros, vans e utilitários",PEUGEOT 207 SED. PASSION XR SPORT 1.4 FLEX 8V 4P,PEUGEOT,2009,88000,1.4,Flex,Manual,Hidráulica,Prata,4 portas,8,96065040,Pelotas,Três Vendas,21900.0,https://rs.olx.com.br/regioes-de-pelotas-rio-grande-e-bage/autos-e-pecas/carros-vans-e-utilitarios/peugeot-207-seda-passion-2009-1-4-xr-sport-completo-88mil-km-estudo-troca-e-financio-897958049,Sedã
"Carros, vans e utilitários",FIAT IDEA ADV./ ADV.LOCK.DUALOGIC 1.8 FLEX 5P,FIAT,2013,46000,1.8,Flex,Automático,Elétrica,Branco,4 portas,8,93520090,Novo Hamburgo,Guarani,39900.0,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/fiat-idea-1-8-mpi-adventure-locker-2013-889647129,Hatch
"Carros, vans e utilitários",TROLLER T-4 4X4 3.2 20V TDI CAP. RÍGIDA DIESEL,TROLLER,2016,45000,,Diesel,Manual,,,2 portas,0,93546637,Novo Hamburgo,Canudos,179900.0,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/t4-2015-2016-3-2-xlt-4x4-20v-turbo-intercooler-diesel-2p-manual-894673989,Passeio
"Carros, vans e utilitários",FIAT TORO OPENING EDITION 1.8 16V FLEX AUT.,FIAT,2017,40000,1.8,Flex,Automático,Elétrica,Preto,4 portas,6,94060001,Gravataí,São Vicente,89900.0,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/fiat-toro-openning-edition-1-8-nova-unico-dono-40-mil-km-893746640,Pick-up
"Carros, vans e utilitários",JEEP COMPASS LIMITED 2.0 4X2 FLEX 16V AUT.,JEEP,2020,16500,2.0 - 2.9,Gasolina,Automático,Elétrica,Preto,4 portas,8,90240602,Porto Alegre,São Geraldo,147990.0,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/jeep-compass-limited-2-0-2019-2020-cor-preto-16-500-km-877415503,SUV
"Carros, vans e utilitários",RENAULT LOGAN LIFE FLEX 1.0 12V 4P MEC.,RENAULT,2020,58470,1.0,Flex,Manual,Hidráulica,Prata,4 portas,,97110800,Santa Maria,Camobi,51900.0,https://rs.olx.com.br/regioes-de-santa-maria-uruguaiana-e-cruz-alta/autos-e-pecas/carros-vans-e-utilitarios/renault-logan-life-1-0-flex-manual-seminovo-imposto-2021-pago-875560996,Sedã
"Carros, vans e utilitários",VW - VOLKSWAGEN GOL 1.8 MI,VW - VOLKSWAGEN,1992,0,1.8,Gasolina,Manual,Mecânica,Branco,2 portas,5,91050322,Porto Alegre,Jardim Lindóia,9900.0,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/gol-cl-1-8-mi-885752328,Hatch
"Carros, vans e utilitários",FIAT UNO MILLE 1.0 FIRE/ F.FLEX/ ECONOMY 4P,FIAT,2005,1111111,1.0,Gasolina,Manual,Mecânica,Cinza,4 portas,,91900500,Porto Alegre,Vila Assunção,7900.0,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/uno-2005-897956487,Passeio
"Carros, vans e utilitários",RENAULT MASTER 2.5 DCI 16V 115CV 13L DIESEL,RENAULT,2011,1,2.0 - 2.9,Diesel,Manual,Hidráulica,Branco,4 portas,5,95720000,Garibaldi,,78000.0,https://rs.olx.com.br/regioes-de-caxias-do-sul-e-passo-fundo/autos-e-pecas/carros-vans-e-utilitarios/renault-master-l3h2-2011-868182093,Van/Utilitário
"Carros, vans e utilitários",FIAT GRAND SIENA TETRAFUEL 1.4 EVO F. FLEX 8V,FIAT,2013,156000,1.4,Flex,Manual,Hidráulica,Preto,4 portas,5,94470000,Viamão,Viamópolis,38000.0,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/grand-siena-2013-tetra-fuel-897956225,Sedã
"Carros, vans e utilitários",KIA MOTORS PICANTO EX 1.1/1.0/ 1.0 FLEX AUT.,KIA MOTORS,2011,78000,1.0,Gasolina,Automático,Elétrica,Amarelo,4 portas,3,91110001,Porto Alegre,Sarandi,24990.0,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/picanto-ex3-aut-2011-top-multimidia-financio-100-sem-entrada-886345340,Passeio
"Carros, vans e utilitários",GM - CHEVROLET MERIVA JOY 1.8 MPFI 8V FLEXPOWER,GM - CHEVROLET,2008,1,1.8,Flex,Manual,Hidráulica,Preto,4 portas,5,93608350,Estância Velha,Rincão dos Ilhéus,22900.0,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/meriva-2008-883658730,Hatch
"Carros, vans e utilitários",FORD FUSION SEL 2.5 16V 173CV AUT.,FORD,2010,123000,2.0 - 2.9,Gasolina,Automático,Elétrica,Preto,4 portas,5,95059245,Caxias do Sul,Santo Antônio,37500.0,https://rs.olx.com.br/regioes-de-caxias-do-sul-e-passo-fundo/autos-e-pecas/carros-vans-e-utilitarios/ford-fusion-2-5-sel-897956072,Sedã
"Carros, vans e utilitários",MERCEDES-BENZ SPRINTER 413 FURGÃO LONGO T.ALTO DIESEL,MERCEDES-BENZ,2006,395000,,Diesel,Manual,Hidráulica,Branco,,0,95320000,Nova Prata,,65000.0,https://rs.olx.com.br/regioes-de-caxias-do-sul-e-passo-fundo/autos-e-pecas/carros-vans-e-utilitarios/sprinter-furgao-413-longa-teto-alto-897955530,Van/Utilitário
"Carros, vans e utilitários",GM - CHEVROLET ONIX HATCH LTZ 1.4 8V FLEXPOWER 5P MEC.,GM - CHEVROLET,2014,46000,1.4,Flex,Manual,,,,,96020480,Pelotas,Centro,44000.0,https://rs.olx.com.br/regioes-de-pelotas-rio-grande-e-bage/autos-e-pecas/carros-vans-e-utilitarios/gm-chevrolet-onix-hatch-ltz-1-4-8v-flexpower-5p-mec-2014-flex-895451762,
"Carros, vans e utilitários",FORD RANGER LIMITED 3.2 20V 4X4 CD AUT. DIES.,FORD,2020,10000,1.0,Diesel,Automático,Mecânica,Branco,4 portas,3,91110000,Porto Alegre,São Sebastião,234990.0,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/ford-ranger-limited-3-2-4x4-cd-aut-diesel-881431988,
"Carros, vans e utilitários",JEEP COMPASS SPORT 2.0 4X2 FLEX 16V AUT.,JEEP,2022,0,1.3,Flex,Automático,Elétrica,Branco,4 portas,,92020240,Canoas,Marechal Rondon,145890.0,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/jeep-compass-sport-t270-1-3-turbo-flex-aut-897954154,
"Carros, vans e utilitários",RENAULT CLIO SED. PRIVILÈGE HI-FLEX 1.6 16V 4P,RENAULT,2009,155000,1.6,Flex,Manual,Hidráulica,Preto,4 portas,4,91110010,Porto Alegre,Sarandi,14500.0,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/renault-clio-privilege-repasse-2009-1-6-barbada-897955844,Sedã
"Carros, vans e utilitários",KIA MOTORS CERATO 1.6 16V  FLEX  AUT.,KIA MOTORS,2014,88000,1.6,Flex,Automático,Elétrica,Vermelho,4 portas,,94030000,Gravataí,COHAB C,56900.0,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/kia-cerato-sx3-2014-897953556,Sedã
"Carros, vans e utilitários",FIAT SIENA EL CELEB. 1.4 MPI FIRE FLEX 8V 4P,FIAT,2013,75000,1.4,Gasolina,Manual,,,4 portas,,97110800,Santa Maria,Camobi,33900.0,https://rs.olx.com.br/regioes-de-santa-maria-uruguaiana-e-cruz-alta/autos-e-pecas/carros-vans-e-utilitarios/fiat-siena-el-1-4-mpi-fire-flex-8v-4p-2013-flex-780234811,
"Carros, vans e utilitários",VW - VOLKSWAGEN GOL 1.0 TREND/ POWER 8V 4P,VW - VOLKSWAGEN,2010,110000,1.0,Gasolina,Manual,Hidráulica,Branco,4 portas,3,91060160,Porto Alegre,São Sebastião,20990.0,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/gol-g5-trend-raridade-897953178,Passeio
"Carros, vans e utilitários",RENAULT SANDERO PRIVILÈGE HI-FLEX 1.6 16V 5P AUT,RENAULT,2014,89000,1.6,Flex,Automático,Hidráulica,Prata,4 portas,0,90610000,Porto Alegre,Petrópolis,35900.0,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/renault-sandero-privilege-1-6-2014-automatico-completo-my-link-886520496,Hatch
"Carros, vans e utilitários",GM - CHEVROLET VERANEIO,GM - CHEVROLET,1970,1111111,,,,,,4 portas,,96810106,Santa Cruz do Sul,Centro,65000.0,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/gm-veraneio-1972-895421014,
"Carros, vans e utilitários",GM - CHEVROLET MONZA SL/E SR 2.0,GM - CHEVROLET,1990,0,2.0 - 2.9,Gasolina,Manual,Mecânica,Azul,2 portas,4,95611170,Taquara,Morro da Cruz,2500.0,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/monza-sle-2-0-1990-897952537,Sedã
"Carros, vans e utilitários",GM - CHEVROLET HATCH LT 1.0 12V TB FLEX 5P MEC,GM - CHEVROLET,2020,22000,1.0,Flex,Manual,Elétrica,Branco,4 portas,3,94910003,Cachoeirinha,Vila Cachoeirinha,68990.0,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/onix-lt-1-0-turbo-2020-855498828,Hatch
"Carros, vans e utilitários",GM - CHEVROLET MONTANA LS 1.4 ECONOFLEX 8V 2P,GM - CHEVROLET,2012,0,1.4,Flex,Manual,,Branco,2 portas,,93348522,Novo Hamburgo,Rincão,33900.0,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/montana-ls-1-4-2012-reb-fixa-860314790,Pick-up
"Carros, vans e utilitários",JEEP COMPASS LONGITUDE 2.0 4X2 FLEX 16V AUT.,JEEP,2020,36000,2.0 - 2.9,Flex,Automático,Hidráulica,Cinza,4 portas,8,95900580,Lajeado,Americano,127900.0,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/compass-2-0-16v-longitude-888376382,SUV
"Carros, vans e utilitários",FIAT GRAND SIENA ESSENCE 1.6 FLEX 16V,FIAT,2016,157000,1.6,Flex,Manual,Hidráulica,Vermelho,4 portas,3,94856010,Alvorada,Stella Maris,36500.0,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/gran-siena-897952750,Sedã
