Categoria,Modelo,Marca,Tipo de veículo,Ano,Quilometragem,Potência do motor,Combustível,Câmbio,Direção,Cor,Portas,CEP,Município,Bairro,url,Final de placa
"Carros, vans e utilitários",HYUNDAI TUCSON 2.0 CRDI 16V 112CV DIESEL AUT.,HYUNDAI,Passeio,2012,55000,,Flex,Automático,,,4 portas,59066180,Natal,Candelária,https://rn.olx.com.br/rio-grande-do-norte/autos-e-pecas/carros-vans-e-utilitarios/tucson-2012-2012-2-0-mpfi-gls-16v-143cv-2wd-flex-4p-automatico-890859430,4
"Carros, vans e utilitários",FORD ECOSPORT FREESTYLE 1.6 16V FLEX 5P,FORD,Passeio,2014,65000,,Flex,Manual,,,4 portas,59066180,Natal,Candelária,https://rn.olx.com.br/rio-grande-do-norte/autos-e-pecas/carros-vans-e-utilitarios/ecosport-2014-2014-1-6-freestyle-16v-flex-4p-manual-890872932,9
"Carros, vans e utilitários",FIAT FIORINO FURGÃO WORK. HARD 1.4 FLEX 8V 2P,FIAT,Van/Utilitário,2020,59570,1.4,Flex,Manual,Hidráulica,Branco,2 portas,59200000,Santa Cruz,,https://rn.olx.com.br/rio-grande-do-norte/autos-e-pecas/carros-vans-e-utilitarios/fiat-fiorino-hard-working-1-4-completa-886907850,0
"Carros, vans e utilitários",GM - CHEVROLET ONIX SEDAN PLUS LT 1.0 12V TB FLEX AUT.,GM - CHEVROLET,Sedã,2021,0,1.0,Flex,Automático,Elétrica,Preto,4 portas,59056450,Natal,Lagoa Nova,https://rn.olx.com.br/rio-grande-do-norte/autos-e-pecas/carros-vans-e-utilitarios/onix-plus-lt-1-2021-imperdivel-689517952,
"Carros, vans e utilitários",RENAULT MASTER 2.5 DCI EXECUTIVO 115CV 16L DIES,RENAULT,Van/Utilitário,2013,430000,,Diesel,Manual,Hidráulica,Cinza,4 portas,59633250,Mossoró,Planalto Treze de Maio,https://rn.olx.com.br/rio-grande-do-norte/autos-e-pecas/carros-vans-e-utilitarios/renault-master-2012-2013-2-5-minibus-l3h2-16-lugares-16v-diesel-3p-manual-896155799,7
"Carros, vans e utilitários",FIAT SIENA ESSENCE 1.6 FLEX 16V 4P,FIAT,Passeio,2014,82116,,Flex,Manual,,,4 portas,59140700,Parnamirim,Cohabinal,https://rn.olx.com.br/rio-grande-do-norte/autos-e-pecas/carros-vans-e-utilitarios/grand-siena-2013-2014-1-6-mpi-essence-16v-flex-4p-manual-894586269,8
"Carros, vans e utilitários",PORSCHE MACAN 2.0 TURBO 237/252CV,PORSCHE,,2018,34000,2.0 - 2.9,Gasolina,Automático,Hidráulica,Cinza,4 portas,59078110,Natal,Capim Macio,https://rn.olx.com.br/rio-grande-do-norte/autos-e-pecas/carros-vans-e-utilitarios/porsche-macan-2-0-16v-gasolina-4p-automatico-874714680,
"Carros, vans e utilitários",FIAT UNO SPORTING DUAL./GSR 1.3 FLEX 8V 5P,FIAT,Passeio,2017,55000,,Flex,Automático,,,4 portas,59066180,Natal,Candelária,https://rn.olx.com.br/rio-grande-do-norte/autos-e-pecas/carros-vans-e-utilitarios/uno-2016-2017-1-3-firefly-flex-sporting-4p-dualogic-890892451,8
"Carros, vans e utilitários",FORD ECOSPORT XLS 1.6/ 1.6 FLEX 8V 5P,FORD,SUV,2005,121,1.6,Flex,Manual,Hidráulica,Prata,4 portas,59152600,Parnamirim,Nova Parnamirim,https://rn.olx.com.br/rio-grande-do-norte/autos-e-pecas/carros-vans-e-utilitarios/vendo-esse-ecosport-2005-todo-original-898728423,8
"Carros, vans e utilitários",FIAT SIENA EL 1.4 MPI FIRE FLEX 8V 4P,FIAT,Passeio,2014,209000,,Flex,Manual,,,4 portas,59030600,Natal,Alecrim,https://rn.olx.com.br/rio-grande-do-norte/autos-e-pecas/carros-vans-e-utilitarios/fiat-siena-2013-2014-1-4-mpi-el-8v-flex-4p-manual-895043539,0
"Carros, vans e utilitários",JEEP RENEGADE 1.8 4X2 FLEX 16V MEC.,JEEP,Passeio,2019,35000,,Flex,Automático,,,4 portas,59066180,Natal,Candelária,https://rn.olx.com.br/rio-grande-do-norte/autos-e-pecas/carros-vans-e-utilitarios/renegade-2019-2019-1-8-16v-flex-limited-4p-automatico-890858969,4
"Carros, vans e utilitários",FIAT UNO WAY 1.0 EVO FIRE FLEX 8V 2P,FIAT,Passeio,2012,78000,,Flex,Manual,,,4 portas,59066180,Natal,Candelária,https://rn.olx.com.br/rio-grande-do-norte/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-2012-2012-1-0-evo-way-8v-flex-4p-manual-890862496,6
"Carros, vans e utilitários",VW - VOLKSWAGEN GOL CITY 1.0 MI 8V 2P,VW - VOLKSWAGEN,Passeio,2014,40000,,Flex,Manual,,,4 portas,59066180,Natal,Candelária,https://rn.olx.com.br/rio-grande-do-norte/autos-e-pecas/carros-vans-e-utilitarios/gol-2014-2014-1-0-mi-city-8v-flex-4p-manual-890859136,4
"Carros, vans e utilitários",GM - CHEVROLET ONIX HATCH LTZ 1.4 8V FLEXPOWER 5P AUT.,GM - CHEVROLET,Passeio,2019,20000,,Flex,Automático,,,4 portas,59066180,Natal,Candelária,https://rn.olx.com.br/rio-grande-do-norte/autos-e-pecas/carros-vans-e-utilitarios/onix-2019-2019-1-4-mpfi-ltz-8v-flex-4p-automatico-890914974,6
"Carros, vans e utilitários",VW - VOLKSWAGEN VOYAGE TREND 1.6 MI TOTAL FLEX 8V 4P,VW - VOLKSWAGEN,Passeio,2019,35000,,Flex,Manual,,,4 portas,59066180,Natal,Candelária,https://rn.olx.com.br/rio-grande-do-norte/autos-e-pecas/carros-vans-e-utilitarios/voyage-2019-2019-1-6-msi-totalflex-4p-manual-890859431,9
"Carros, vans e utilitários",FORD KA 1.5 SEDAN SE PLUS 12V FLEX 4P MEC.,FORD,Passeio,2020,23000,,Flex,Manual,,,4 portas,59066180,Natal,Candelária,https://rn.olx.com.br/rio-grande-do-norte/autos-e-pecas/carros-vans-e-utilitarios/ka-2019-2020-1-0-ti-vct-flex-se-plus-sedan-manual-890887406,4
"Carros, vans e utilitários",HYUNDAI HB20S C.PLUS/C.STYLE1.0 FLEX 12V MEC. 4P,HYUNDAI,Sedã,2014,100000,1.0,Flex,Manual,Elétrica,Prata,4 portas,59086005,Natal,Neópolis,https://rn.olx.com.br/rio-grande-do-norte/autos-e-pecas/carros-vans-e-utilitarios/hb20-sedan-extra-entrada-a-partir-de-8-990-00-parcelas-881318500,9
"Carros, vans e utilitários",GM - CHEVROLET ONIX SED. PLUS PREM. 1.0 12V TB FLEX AUT,GM - CHEVROLET,Sedã,2020,0,1.0,Flex,Automático,Elétrica,Preto,4 portas,59064630,Natal,Lagoa Nova,https://rn.olx.com.br/rio-grande-do-norte/autos-e-pecas/carros-vans-e-utilitarios/onix-plus-premier-versao-ii-2021-728176043,
"Carros, vans e utilitários", ,,,2020,45000,1.0,Flex,Manual,Hidráulica,,4 portas,59037000,Natal,Alecrim,https://rn.olx.com.br/rio-grande-do-norte/autos-e-pecas/carros-vans-e-utilitarios/logan-1-0-expression-2020-completo-866111485,
"Carros, vans e utilitários",JEEP RENEGADE SPORT 1.8 4X2 FLEX 16V MEC.,JEEP,SUV,2018,56500,1.8,Flex,Manual,Elétrica,Cinza,4 portas,59066180,Natal,Candelária,https://rn.olx.com.br/rio-grande-do-norte/autos-e-pecas/carros-vans-e-utilitarios/renegade-sport-manual-2018-885670586,3
"Carros, vans e utilitários",VW - VOLKSWAGEN GOL CITY 1.6 MI TOTAL FLEX 8V 4P,VW - VOLKSWAGEN,Passeio,2014,95000,,Flex,Manual,,,2 portas,59030200,Natal,Alecrim,https://rn.olx.com.br/rio-grande-do-norte/autos-e-pecas/carros-vans-e-utilitarios/gol-2013-2014-1-6-mi-8v-flex-4p-manual-g-vi-893369927,9
"Carros, vans e utilitários",GM - CHEVROLET PRISMA,GM - CHEVROLET,Passeio,2018,51561,1.4,Flex,Manual,Mecânica,Branco,4 portas,59080000,Natal,Capim Macio,https://rn.olx.com.br/rio-grande-do-norte/autos-e-pecas/carros-vans-e-utilitarios/chevrolet-prisma-2018-1-4-mpfi-lt-8v-flex-4p-manual-862245000,3
"Carros, vans e utilitários",FIAT GRAND SIENA ATTRAC. 1.4 EVO F.FLEX 8V,FIAT,Passeio,2015,1,1.4,Flex,Manual,Hidráulica,Branco,4 portas,59066400,Natal,Pitimbu,https://rn.olx.com.br/rio-grande-do-norte/autos-e-pecas/carros-vans-e-utilitarios/grand-siena-1-4-2015-889791408,5
"Carros, vans e utilitários",GM - CHEVROLET JOY PLUS BLACK ED.1.0 8V 4P FLEX MEC,GM - CHEVROLET,Sedã,2021,0,1.0,Flex,Manual,Elétrica,Cinza,4 portas,59056450,Natal,Lagoa Nova,https://rn.olx.com.br/rio-grande-do-norte/autos-e-pecas/carros-vans-e-utilitarios/joy-plus-black-2021-0km-entrada-r-1-600-00-60x-r-1-810-00-852691753,
"Carros, vans e utilitários",HONDA FIT EX/S/EX 1.5 FLEX/FLEXONE 16V 5P AUT.,HONDA,Hatch,2009,135000,1.5,Flex,Automático,Elétrica,Prata,4 portas,59628000,Mossoró,Alto de São Manoel,https://rn.olx.com.br/rio-grande-do-norte/autos-e-pecas/carros-vans-e-utilitarios/honda-fit-ex-1-5-automatico-2009-892317562,2
"Carros, vans e utilitários",GM - CHEVROLET AGILE LT 1.4 MPFI 8V FLEXPOWER 5P,GM - CHEVROLET,Hatch,2013,0,1.4,Flex,Manual,Hidráulica,Verde,4 portas,59037400,Natal,Alecrim,https://rn.olx.com.br/rio-grande-do-norte/autos-e-pecas/carros-vans-e-utilitarios/gm-agile-2013-893429595,3
"Carros, vans e utilitários",TOYOTA ETIOS XLS SEDAN 1.5 FLEX 16V 4P MEC.,TOYOTA,Passeio,2013,141257,1.5,Flex,Manual,Hidráulica,Cinza,4 portas,59075700,Natal,Lagoa Nova,https://rn.olx.com.br/rio-grande-do-norte/autos-e-pecas/carros-vans-e-utilitarios/toyota-etios-xls-sedan-1-5-16v-4p-mec-890867329,8
"Carros, vans e utilitários",FIAT DOBLO ADV/ADV TRYON/LOCKER 1.8 FLEX,FIAT,Van/Utilitário,2008,238596,1.8,Gás Natural,Manual,Hidráulica,Verde,4 portas,59037400,Natal,Alecrim,https://rn.olx.com.br/rio-grande-do-norte/autos-e-pecas/carros-vans-e-utilitarios/fiat-doblo-adv-tryon-locker-1-8-flex-gnv-2008-894955459,3
"Carros, vans e utilitários",FIAT PALIO 1.0 CEL. ECON./ITALIA F.FLEX 8V 4P,FIAT,Hatch,2012,120000,1.0,Flex,Manual,Hidráulica,Branco,4 portas,59035475,Natal,Quintas,https://rn.olx.com.br/rio-grande-do-norte/autos-e-pecas/carros-vans-e-utilitarios/palio-celebration-1-0-887413048,8
"Carros, vans e utilitários",HONDA FIT LX 1.5 FLEXONE 16V 5P AUT.,HONDA,Passeio,2013,154294,1.5,Flex,Automático,Hidráulica,Cinza,4 portas,59075700,Natal,Lagoa Nova,https://rn.olx.com.br/rio-grande-do-norte/autos-e-pecas/carros-vans-e-utilitarios/honda-fit-lx-1-5-flexone-16v-5p-aut-887336664,4
"Carros, vans e utilitários",GM - CHEVROLET CRUZE LTZ 1.4 16V TURBO FLEX 4P AUT.,GM - CHEVROLET,Sedã,2017,101,1.4,Flex,Automático,Elétrica,Prata,4 portas,59619400,Mossoró,Santo Antônio,https://rn.olx.com.br/rio-grande-do-norte/autos-e-pecas/carros-vans-e-utilitarios/cruze-ltz-1-4-turbo-aut-2017-889513237,0
"Carros, vans e utilitários",PEUGEOT 2008 GRIFFE 1.6 FLEX 16V 5P AUT.,PEUGEOT,SUV,2020,2689,1.6,Flex,Automático,Elétrica,Branco,4 portas,59064630,Natal,Lagoa Nova,https://rn.olx.com.br/rio-grande-do-norte/autos-e-pecas/carros-vans-e-utilitarios/peugeot-2008-griffe-at-889716199,8
"Carros, vans e utilitários",HYUNDAI HB20 C.STYLE/C.PLUS 1.6 FLEX 16V AUT.,HYUNDAI,Hatch,2018,49000,1.6,Flex,Automático,Elétrica,Branco,4 portas,59063100,Natal,Lagoa Nova,https://rn.olx.com.br/rio-grande-do-norte/autos-e-pecas/carros-vans-e-utilitarios/hb20-comfort-plus-1-6-2018-aut-892222070,9
"Carros, vans e utilitários",FIAT PALIO 1.0 CELEBR. ECONOMY F.FLEX 8V 2P,FIAT,Hatch,2015,0,1.0,Flex,Manual,Mecânica,Branco,2 portas,59115608,Natal,Nossa Senhora da Apresentação,https://rn.olx.com.br/rio-grande-do-norte/autos-e-pecas/carros-vans-e-utilitarios/vendo-palio-celebration-basico-898723756,8
"Carros, vans e utilitários",FORD FIESTA 1.6 8V FLEX/CLASS 1.6 8V FLEX 5P,FORD,Hatch,2009,82000,1.6,Flex,Manual,Hidráulica,Preto,4 portas,59200000,Santa Cruz,,https://rn.olx.com.br/rio-grande-do-norte/autos-e-pecas/carros-vans-e-utilitarios/ford-fiesta-hatch-2009-1-6-flex-898723595,9
"Carros, vans e utilitários",VW - VOLKSWAGEN T-CROSS HIGHLINE 1.4 TSI FLEX 16V 5P AUT,VW - VOLKSWAGEN,Passeio,2021,400,,Flex,Automático,,,4 portas,59086000,Natal,Neópolis,https://rn.olx.com.br/rio-grande-do-norte/autos-e-pecas/carros-vans-e-utilitarios/volkswagen-t-cross-1-4-250-tsi-highline-886695179,7
"Carros, vans e utilitários",FIAT STRADA FREEDOM 1.3 FLEX 8V CD,FIAT,Pick-up,2022,22,1.3,Flex,Manual,Elétrica,Branco,4 portas,59300000,Caicó,,https://rn.olx.com.br/rio-grande-do-norte/autos-e-pecas/carros-vans-e-utilitarios/strada-2022-0km-898723589,
"Carros, vans e utilitários",LAND ROVER DEFENDER 110 TD5 2.5 4X4 DIESEL,LAND ROVER,Van/Utilitário,1999,300000,2.0 - 2.9,Diesel,Manual,Hidráulica,Verde,4 portas,59140840,Parnamirim,Cohabinal,https://rn.olx.com.br/rio-grande-do-norte/autos-e-pecas/carros-vans-e-utilitarios/land-rover-defender-2-5-csw-110-4x4-turbo-diesel-4p-manual-892328364,9
"Carros, vans e utilitários",GM - CHEVROLET HATCH PREM. 1.0 12V TB FLEX 5P AUT,GM - CHEVROLET,Hatch,2021,0,1.0,Flex,Automático,Elétrica,Preto,4 portas,59056450,Natal,Lagoa Nova,https://rn.olx.com.br/rio-grande-do-norte/autos-e-pecas/carros-vans-e-utilitarios/onix-hatch-premier-i-turbo-2021-728215442,
"Carros, vans e utilitários",FIAT PALIO SPORTING 1.6 FLEX 16V 5P,FIAT,Hatch,2013,107000,1.6,Flex,Manual,Hidráulica,Branco,4 portas,59003050,Natal,,https://rn.olx.com.br/rio-grande-do-norte/autos-e-pecas/carros-vans-e-utilitarios/palio-sporting-extra-869296979,6
"Carros, vans e utilitários",RENAULT LOGAN LIFE FLEX 1.0 12V 4P MEC.,RENAULT,Passeio,2020,55000,1.0,Flex,Manual,Elétrica,Prata,4 portas,59054590,Natal,Lagoa Nova,https://rn.olx.com.br/rio-grande-do-norte/autos-e-pecas/carros-vans-e-utilitarios/renault-logan-life-flex-1-0-12v-4p-mec-891732252,7
"Carros, vans e utilitários",VW - VOLKSWAGEN TIGUAN 2.0 TSI 16V 200CV TIPTRONIC 5P,VW - VOLKSWAGEN,Passeio,2018,42000,,Flex,Automático,,,4 portas,59628000,Mossoró,Alto de São Manoel,https://rn.olx.com.br/rio-grande-do-norte/autos-e-pecas/carros-vans-e-utilitarios/volkswagen-tiguan-1-4-250-tsi-allspace-comfortline-869988448,9
"Carros, vans e utilitários",VW - VOLKSWAGEN UP! MOVE 1.0 TOTAL FLEX 12V 5P,VW - VOLKSWAGEN,Hatch,2015,43900,1.0,Flex,Manual,Hidráulica,Prata,4 portas,59148590,Parnamirim,Emaús,https://rn.olx.com.br/rio-grande-do-norte/autos-e-pecas/carros-vans-e-utilitarios/vendo-up-2015-898721435,4
"Carros, vans e utilitários",TOYOTA COROLLA XEI 2.0 FLEX 16V AUT.,TOYOTA,Sedã,2019,27000,2.0 - 2.9,Flex,Automático,Elétrica,Branco,4 portas,59380000,Currais Novos,,https://rn.olx.com.br/rio-grande-do-norte/autos-e-pecas/carros-vans-e-utilitarios/toyota-corolla-xei-2019-com-apenas-27-mil-kms-rodados-super-extra-de-unico-dono-880223814,1
"Carros, vans e utilitários",SUZUKI VITARA 4YOU ALLGRIP 1.6 16V AUT.,SUZUKI,SUV,2018,52000,1.6,Gasolina,Automático,Elétrica,Branco,4 portas,59380000,Currais Novos,,https://rn.olx.com.br/rio-grande-do-norte/autos-e-pecas/carros-vans-e-utilitarios/vitara-2018-4x4-apenas-52-mil-kms-rodados-super-nova-do-jeito-das-fotos-851932831,8
"Carros, vans e utilitários",FORD KA 1.0 S TIVCT FLEX 5P,FORD,Passeio,2020,28500,,Flex,Manual,,,4 portas,59086005,Natal,Neópolis,https://rn.olx.com.br/rio-grande-do-norte/autos-e-pecas/carros-vans-e-utilitarios/ford-ka-2019-2020-1-0-ti-vct-flex-se-manual-849717902,3
"Carros, vans e utilitários",VW - VOLKSWAGEN UP! TAKE 1.0 TOTAL FLEX 12V 5P,VW - VOLKSWAGEN,Hatch,2016,59000,1.0,Flex,Manual,Hidráulica,Vermelho,4 portas,59150246,Parnamirim,Nova Parnamirim,https://rn.olx.com.br/rio-grande-do-norte/autos-e-pecas/carros-vans-e-utilitarios/up-2016-unico-dono-km-59-000-852637496,3
"Carros, vans e utilitários",GM - CHEVROLET TRAILBLAZER LTZ 2.8 CTDI DIESEL AUT.,GM - CHEVROLET,SUV,2018,33000,2.0 - 2.9,Diesel,Automático,Elétrica,Branco,4 portas,59300000,Caicó,,https://rn.olx.com.br/rio-grande-do-norte/autos-e-pecas/carros-vans-e-utilitarios/trailblazer-ltz-2-8-ctdi-7l-2018-emplaca-2021-a-mais-nova-do-mercado-885171256,
"Carros, vans e utilitários",TOYOTA ETIOS XLS SEDAN 1.5 FLEX 16V 4P MEC.,TOYOTA,Passeio,2013,130,1.5,Flex,Manual,Hidráulica,Prata,4 portas,59066285,Natal,Pitimbu,https://rn.olx.com.br/rio-grande-do-norte/autos-e-pecas/carros-vans-e-utilitarios/etios-sedan-xls-2013-unico-dono-864111034,5
"Carros, vans e utilitários",FIAT STRADA WORKING 1.4 MPI FIRE FLEX 8V CS,FIAT,Van/Utilitário,2012,115000,1.4,Flex,Manual,Hidráulica,Branco,2 portas,59022385,Natal,Lagoa Seca,https://rn.olx.com.br/rio-grande-do-norte/autos-e-pecas/carros-vans-e-utilitarios/fiat-strada-work-1-4-2012-cs-895363499,
"Carros, vans e utilitários",HYUNDAI CRETA SPORT 2.0 16V FLEX AUT.,HYUNDAI,SUV,2018,34323,2.0 - 2.9,Flex,Automático,Hidráulica,Outra,4 portas,59064630,Natal,Lagoa Nova,https://rn.olx.com.br/rio-grande-do-norte/autos-e-pecas/carros-vans-e-utilitarios/creta-sport-2-0-at-2018-892819017,0
"Carros, vans e utilitários",GM - CHEVROLET ONIX HATCH LT 1.0 8V FLEXPOWER 5P MEC.,GM - CHEVROLET,Hatch,2022,0,1.0,Flex,Manual,Elétrica,Preto,4 portas,59056450,Natal,Lagoa Nova,https://rn.olx.com.br/rio-grande-do-norte/autos-e-pecas/carros-vans-e-utilitarios/onix-hatch-lt-1-21-22-728222312,
"Carros, vans e utilitários",VW - VOLKSWAGEN SAVEIRO HIGHLINE 1.6 T. FLEX 8V CD,VW - VOLKSWAGEN,Pick-up,2015,83000,1.6,Flex,Manual,Hidráulica,Vermelho,2 portas,59086005,Natal,Neópolis,https://rn.olx.com.br/rio-grande-do-norte/autos-e-pecas/carros-vans-e-utilitarios/saveiro-cd-highline-1-6-2015-880491551,2
"Carros, vans e utilitários",VW - VOLKSWAGEN GOL 1.0 FLEX 12V 5P,VW - VOLKSWAGEN,Hatch,2020,36000,1.0,Flex,Manual,Hidráulica,Branco,4 portas,59140840,Parnamirim,Cohabinal,https://rn.olx.com.br/rio-grande-do-norte/autos-e-pecas/carros-vans-e-utilitarios/vw-gol-1-0-12v-totalflex-4p-completo-892277131,5
"Carros, vans e utilitários",NISSAN MARCH SV 1.0 16V FLEX FUEL 5P,NISSAN,Hatch,2019,13000,1.0,Flex,Manual,Elétrica,Cinza,4 portas,59032600,Natal,Alecrim,https://rn.olx.com.br/rio-grande-do-norte/autos-e-pecas/carros-vans-e-utilitarios/march-sv-2019-manual-com-12-mil-km-892618811,7
"Carros, vans e utilitários",FIAT MOBI WAY 1.0 FIRE FLEX 5P.,FIAT,Passeio,2018,43815,,Flex,Manual,,,2 portas,59037400,Natal,Alecrim,https://rn.olx.com.br/rio-grande-do-norte/autos-e-pecas/carros-vans-e-utilitarios/fiat-mobi-2017-2018-1-0-evo-flex-like-manual-883925889,9
"Carros, vans e utilitários",CITROEN AIRCROSS TENDANCE 1.6 FLEX 16V 5P AUT.,CITROEN,SUV,2015,45000,1.6,Flex,Automático,Elétrica,Vermelho,4 portas,59066180,Natal,Candelária,https://rn.olx.com.br/rio-grande-do-norte/autos-e-pecas/carros-vans-e-utilitarios/citroen-air-cross-2015-aut-892622445,5
"Carros, vans e utilitários",RENAULT SANDERO STEPWAY FLEX 1.6 16V 5P,RENAULT,Passeio,2020,45804,,Flex,Manual,,,4 portas,59080000,Natal,Capim Macio,https://rn.olx.com.br/rio-grande-do-norte/autos-e-pecas/carros-vans-e-utilitarios/sandero-2019-2020-1-6-16v-sce-flex-stepway-zen-manual-856853132,3
"Carros, vans e utilitários",FORD KA 1.0 SE/SE PLUS TIVCT FLEX 5P,FORD,Hatch,2020,60000,1.0,Flex,Manual,Hidráulica,Cinza,4 portas,59037000,Natal,Alecrim,https://rn.olx.com.br/rio-grande-do-norte/autos-e-pecas/carros-vans-e-utilitarios/ka-1-0-se-2020-r-15-900-842815452,
"Carros, vans e utilitários",RENAULT SANDERO AUTHENTIQUE HI-FLEX 1.0 16V 5P,RENAULT,Hatch,2009,107346,1.0,Flex,Manual,Mecânica,Preto,4 portas,59086005,Natal,Neópolis,https://rn.olx.com.br/rio-grande-do-norte/autos-e-pecas/carros-vans-e-utilitarios/sandero-1-0-authentique-2009-891262655,0
"Carros, vans e utilitários",NISSAN MARCH S 1.0 16V FLEX FUEL 5P,NISSAN,Hatch,2013,79000,1.0,Flex,Manual,Hidráulica,Cinza,4 portas,59086005,Natal,Neópolis,https://rn.olx.com.br/rio-grande-do-norte/autos-e-pecas/carros-vans-e-utilitarios/nissan-march-2013-895034942,7
"Carros, vans e utilitários",JEEP RENEGADE CUSTOM 2.0 4X4 TB DIESEL AUT.,JEEP,Passeio,2018,70000,,Diesel,Automático,,,4 portas,59086005,Natal,Neópolis,https://rn.olx.com.br/rio-grande-do-norte/autos-e-pecas/carros-vans-e-utilitarios/renegade-2017-2018-2-0-16v-turbo-diesel-custom-4p-4x4-automatico-894806705,6
"Carros, vans e utilitários",CITROEN AIRCROSS GL 1.6 FLEX 16V 5P MEC.,CITROEN,Passeio,2017,90000,,Flex,Automático,,,4 portas,59086005,Natal,Neópolis,https://rn.olx.com.br/rio-grande-do-norte/autos-e-pecas/carros-vans-e-utilitarios/aircross-2016-2017-1-6-live-16v-flex-4p-automatico-890636207,6
"Carros, vans e utilitários",PEUGEOT 207 XR 1.4 FLEX 8V 5P,PEUGEOT,Passeio,2013,109000,1.4,Flex,Manual,Hidráulica,Branco,4 portas,59012110,Natal,Ribeira,https://rn.olx.com.br/rio-grande-do-norte/autos-e-pecas/carros-vans-e-utilitarios/peugeot-207-completo-ano-2013-novo-novo-891383943,0
"Carros, vans e utilitários",FORD KA 1.0 S TIVCT FLEX 5P,FORD,Passeio,2020,43532,,Flex,Manual,,,4 portas,59619000,Mossoró,Abolição,https://rn.olx.com.br/rio-grande-do-norte/autos-e-pecas/carros-vans-e-utilitarios/ford-ka-2019-2020-1-0-ti-vct-flex-se-manual-827769813,6
"Carros, vans e utilitários",VW - VOLKSWAGEN NIVUS HIGHLINE 1.0 200 TSI FLEX AUT,VW - VOLKSWAGEN,SUV,2021,0,1.0,Flex,Automático,Elétrica,Outra,4 portas,59063200,Natal,Lagoa Nova,https://rn.olx.com.br/rio-grande-do-norte/autos-e-pecas/carros-vans-e-utilitarios/vw-nivus-highline-2021-2021-865648720,
"Carros, vans e utilitários",FIAT STRADA 1.3 MPI FIRE 8V 67CV CS,FIAT,Passeio,2018,43000,,Flex,Manual,,,2 portas,59066400,Natal,Pitimbu,https://rn.olx.com.br/rio-grande-do-norte/autos-e-pecas/carros-vans-e-utilitarios/strada-2017-2018-1-4-mpi-hard-working-cs-8v-flex-2p-manual-836687564,1
"Carros, vans e utilitários",HONDA CIVIC SEDAN LXR 2.0 FLEXONE 16V AUT. 4P,HONDA,Sedã,2016,51000,2.0 - 2.9,Flex,Automático,Elétrica,Prata,4 portas,59607000,Mossoró,Aeroporto,https://rn.olx.com.br/rio-grande-do-norte/autos-e-pecas/carros-vans-e-utilitarios/honda-civic-lxr-2016-automatico-completo-unico-dono-estado-de-zero-897029593,5
"Carros, vans e utilitários",HYUNDAI HB20 C./C.PLUS/C.STYLE 1.6 FLEX 16V MEC.,HYUNDAI,Hatch,2018,42000,1.0,Flex,Manual,Hidráulica,Branco,4 portas,59022300,Natal,Lagoa Seca,https://rn.olx.com.br/rio-grande-do-norte/autos-e-pecas/carros-vans-e-utilitarios/hb20-1-0-confort-894061243,3
"Carros, vans e utilitários",RENAULT SYMBOL EXPRESSION HI-FLEX 1.6 8V 4P,RENAULT,Passeio,2010,180000,1.6,Flex,Manual,Hidráulica,Branco,4 portas,59151250,Parnamirim,Nova Parnamirim,https://rn.olx.com.br/rio-grande-do-norte/autos-e-pecas/carros-vans-e-utilitarios/renault-symbol-expression-hi-flex-1-6-8v-4p-880527235,8
"Carros, vans e utilitários",VW - VOLKSWAGEN SPACEFOX  SPORTLINE/HIGHLINE 1.6 T.FLEX,VW - VOLKSWAGEN,Passeio,2008,133000,1.6,Gasolina,Manual,Hidráulica,Prata,4 portas,59031630,Natal,Lagoa Seca,https://rn.olx.com.br/rio-grande-do-norte/autos-e-pecas/carros-vans-e-utilitarios/spacefox-2008-877650817,6
"Carros, vans e utilitários",FORD ECOSPORT FREESTYLE 1.5 12V FLEX 5P AUT.,FORD,SUV,2019,24000,1.5,Flex,Automático,Elétrica,Branco,4 portas,59063200,Natal,Lagoa Nova,https://rn.olx.com.br/rio-grande-do-norte/autos-e-pecas/carros-vans-e-utilitarios/eco-sport-freestyle-1-5-2019-891556865,4
"Carros, vans e utilitários",KIA MOTORS PICANTO EX 1.1/1.0/ 1.0 FLEX MEC.,KIA MOTORS,Hatch,2012,86000,1.0,Flex,Automático,Hidráulica,Verde,4 portas,59073070,Natal,Planalto,https://rn.olx.com.br/rio-grande-do-norte/autos-e-pecas/carros-vans-e-utilitarios/picanto-ex-1-0-2012-86-000km-885526655,5
"Carros, vans e utilitários",VW - VOLKSWAGEN GOL,VW - VOLKSWAGEN,Passeio,2019,21054,1.6,Flex,Manual,Hidráulica,Branco,4 portas,59080000,Natal,Capim Macio,https://rn.olx.com.br/rio-grande-do-norte/autos-e-pecas/carros-vans-e-utilitarios/volkswagen-gol-2019-1-6-msi-totalflex-4p-manual-892206763,5
"Carros, vans e utilitários",TOYOTA HILUX SW4 SRV D4-D 4X4 3.0 TDI DIES. AUT,TOYOTA,Passeio,2010,199560,,Diesel,Automático,,,4 portas,59032500,Natal,Alecrim,https://rn.olx.com.br/rio-grande-do-norte/autos-e-pecas/carros-vans-e-utilitarios/hilux-sw4-2010-2010-3-0-srv-4x4-7-lugares-16v-turbo-intercooler-diesel-4p-automatico-890021921,5
