Categoria,Modelo,Marca,Ano,Quilometragem,Potência do motor,Combustível,Câmbio,Direção,Cor,Portas,Final de placa,CEP,Município,Bairro,url,Tipo de veículo
"Carros, vans e utilitários",VW - VOLKSWAGEN BORA 2.0 8V COMFORTLINE MEC.,VW - VOLKSWAGEN,2000,160000,2.0 - 2.9,Gasolina,Manual,Hidráulica,Branco,4 portas,7,64030100,Teresina,Bela Vista,https://pi.olx.com.br/regiao-de-teresina-e-parnaiba/autos-e-pecas/carros-vans-e-utilitarios/vendo-vw-bora-2-0-2000-01-em-excelente-estado-de-conservacao-896269663,Sedã
"Carros, vans e utilitários",VW - VOLKSWAGEN AMAROK SE CD 2.0 16V TDI 4X4 DIESEL,VW - VOLKSWAGEN,2013,173000,2.0 - 2.9,Diesel,Manual,Hidráulica,Prata,4 portas,8,64053010,Teresina,Santa Isabel,https://pi.olx.com.br/regiao-de-teresina-e-parnaiba/autos-e-pecas/carros-vans-e-utilitarios/amarok-se-2013-892049785,Pick-up
"Carros, vans e utilitários",TOYOTA ,TOYOTA,2019,31415,,,,,,4 portas,,64000800,Teresina,Cabral,https://pi.olx.com.br/regiao-de-teresina-e-parnaiba/autos-e-pecas/carros-vans-e-utilitarios/carro-toyota-yaris-1-3-automatico-flex-2019-896267223,
"Carros, vans e utilitários",VW - VOLKSWAGEN GOL 1.0 PLUS 16V 4P,VW - VOLKSWAGEN,2020,11952,1.0,Flex,Manual,Hidráulica,Branco,4 portas,6,64001490,Teresina,Centro,https://pi.olx.com.br/regiao-de-teresina-e-parnaiba/autos-e-pecas/carros-vans-e-utilitarios/gol-1-0-12v-4p-857904241,Hatch
"Carros, vans e utilitários",NISSAN VERSA SV 1.6 16V FLEX FUEL 4P MEC.,NISSAN,2014,108,1.6,Flex,Manual,Hidráulica,Cinza,4 portas,9,64053010,Teresina,Santa Isabel,https://pi.olx.com.br/regiao-de-teresina-e-parnaiba/autos-e-pecas/carros-vans-e-utilitarios/nissan-versa-1-6-896254519,Sedã
"Carros, vans e utilitários",GM - CHEVROLET PRISMA SED. LT 1.4 8V FLEXPOWER 4P AUT.,GM - CHEVROLET,2019,32000,1.4,Flex,Automático,Elétrica,Branco,4 portas,1,64030100,Teresina,Bela Vista,https://pi.olx.com.br/regiao-de-teresina-e-parnaiba/autos-e-pecas/carros-vans-e-utilitarios/vendo-prisma-1-4-lt-automatico-2019-896257235,Sedã
"Carros, vans e utilitários",FORD ECOSPORT TITANIUM 2.0 16V FLEX 5P AUT.,FORD,2018,64769,2.0 - 2.9,Flex,Automático,Elétrica,Vermelho,4 portas,4,64015310,Teresina,Cristo Rei,https://pi.olx.com.br/regiao-de-teresina-e-parnaiba/autos-e-pecas/carros-vans-e-utilitarios/ecosport-titanium-muito-bem-conservada-e-unico-dono-896256576,SUV
"Carros, vans e utilitários",GM - CHEVROLET S10 PICK-UP LT 2.8 TDI 4X4 CD DIESEL AUT,GM - CHEVROLET,2013,160000,2.0 - 2.9,Diesel,Automático,Hidráulica,Branco,4 portas,8,64000000,Teresina,,https://pi.olx.com.br/regiao-de-teresina-e-parnaiba/autos-e-pecas/carros-vans-e-utilitarios/s10-lt-2013-automatica-4x4-diesel-896253128,Van/Utilitário
"Carros, vans e utilitários", ,,2015,40,,,,,Preto,,5,64040605,Teresina,Angelim,https://pi.olx.com.br/regiao-de-teresina-e-parnaiba/autos-e-pecas/carros-vans-e-utilitarios/toda-ok-896289958,
"Carros, vans e utilitários",RENAULT CLIO EXPRESSION HI-FLEX 1.0 16V 5P,RENAULT,2016,82000,1.0,Flex,Manual,Hidráulica,Preto,4 portas,5,64018500,Teresina,Vermelha,https://pi.olx.com.br/regiao-de-teresina-e-parnaiba/autos-e-pecas/carros-vans-e-utilitarios/vendo-clio-896252361,Hatch
"Carros, vans e utilitários",HONDA CITY SEDAN EXL 1.5 FLEX  16V 4P AUT.,HONDA,2018,19000,1.6,Flex,Automático,Elétrica,Azul,4 portas,5,64053010,Teresina,Santa Isabel,https://pi.olx.com.br/regiao-de-teresina-e-parnaiba/autos-e-pecas/carros-vans-e-utilitarios/honda-city-exl-892461888,Sedã
"Carros, vans e utilitários",FORD KA 1.0 SE/SE PLUS TIVCT FLEX 5P,FORD,2018,86855,1.0,Flex,Manual,Elétrica,Branco,4 portas,0,64018560,Teresina,Nossa Senhora das Graças,https://pi.olx.com.br/regiao-de-teresina-e-parnaiba/autos-e-pecas/carros-vans-e-utilitarios/ford-ka-se-plus-tivect-1-0-flex-896250550,Hatch
"Carros, vans e utilitários",VW - VOLKSWAGEN GOL TRENDLINE 1.0 T.FLEX 8V 5P,VW - VOLKSWAGEN,2015,80000,1.0,Flex,Manual,Hidráulica,Prata,4 portas,4,64066000,Teresina,Cidade Jardim,https://pi.olx.com.br/regiao-de-teresina-e-parnaiba/autos-e-pecas/carros-vans-e-utilitarios/vw-gol-g6-trendline-2015-15-unico-dono-896245760,Hatch
"Carros, vans e utilitários",FIAT PALIO ATTRACTIVE 1.0 EVO FIRE FLEX 8V 5P,FIAT,2014,75900,1.0,Flex,Manual,Hidráulica,Cinza,4 portas,9,64019625,Teresina,São Pedro,https://pi.olx.com.br/regiao-de-teresina-e-parnaiba/autos-e-pecas/carros-vans-e-utilitarios/palio-atractive-1-0-2014-r-32-800-896244770,Hatch
"Carros, vans e utilitários",MITSUBISHI PAJERO TR4 2.0/ 2.0 FLEX 16V 4X4 AUT.,MITSUBISHI,2009,166682,2.0 - 2.9,Flex,Automático,Hidráulica,Preto,4 portas,0,64018560,Teresina,Nossa Senhora das Graças,https://pi.olx.com.br/regiao-de-teresina-e-parnaiba/autos-e-pecas/carros-vans-e-utilitarios/mitsubishi-pajero-tr4-4x4-2-0-896247173,Pick-up
"Carros, vans e utilitários",VW - VOLKSWAGEN AMAROK SE CD 2.0 16V TDI 4X4 DIESEL,VW - VOLKSWAGEN,2013,165922,2.0 - 2.9,Diesel,Manual,Hidráulica,Branco,4 portas,0,64001490,Teresina,Centro,https://pi.olx.com.br/regiao-de-teresina-e-parnaiba/autos-e-pecas/carros-vans-e-utilitarios/amarok-c-d-4x4-s-diesel-manual-888805010,Pick-up
"Carros, vans e utilitários",FORD KA 1.0 SE 12V FLEX 4P MANUAL,FORD,2019,70000,1.0,Flex,Manual,Elétrica,Branco,4 portas,7,64015310,Teresina,Cristo Rei,https://pi.olx.com.br/regiao-de-teresina-e-parnaiba/autos-e-pecas/carros-vans-e-utilitarios/ka-sedan-1-0-se-unico-dono-motivo-troca-por-um-novo-896244812,Sedã
"Carros, vans e utilitários",FORD KA 1.0 SE/SE PLUS TIVCT FLEX 5P,FORD,2018,62000,1.0,Flex,Manual,Elétrica,Branco,4 portas,5,64053010,Teresina,Santa Isabel,https://pi.olx.com.br/regiao-de-teresina-e-parnaiba/autos-e-pecas/carros-vans-e-utilitarios/ford-ka-se-1-0-2017-2018-loja-so-veiculos-86-3305-8646-895041532,Hatch
"Carros, vans e utilitários",FIAT ARGO DRIVE 1.0 6V FLEX,FIAT,2020,87890,1.0,Flex,Manual,Elétrica,Cinza,4 portas,9,64053010,Teresina,Santa Isabel,https://pi.olx.com.br/regiao-de-teresina-e-parnaiba/autos-e-pecas/carros-vans-e-utilitarios/argo-drive-1-0-2020-882300948,Hatch
"Carros, vans e utilitários",FIAT UNO MILLE WAY ECONOMY 1.0 F.FLEX 4P,FIAT,2011,50000,1.0,Flex,Manual,Mecânica,Preto,4 portas,,64601319,Picos,Bomba,https://pi.olx.com.br/regiao-de-picos-e-floriano/autos-e-pecas/carros-vans-e-utilitarios/vendo-fiat-uno-896235692,Hatch
"Carros, vans e utilitários",HONDA CIVIC SEDAN TOURING 1.5 TURBO 16V AUT.4P,HONDA,2020,3000,1.5,Flex,Automático,Hidráulica,Preto,4 portas,0,64045795,Teresina,Recanto das Palmeiras,https://pi.olx.com.br/regiao-de-teresina-e-parnaiba/autos-e-pecas/carros-vans-e-utilitarios/civic-turbo-2020-exclusivo-com-apenas-3-mil-km-893528758,Sedã
"Carros, vans e utilitários",GM - CHEVROLET CRUZE,GM - CHEVROLET,2014,116000,,,,,Preto,4 portas,8,64014220,Teresina,Ilhotas,https://pi.olx.com.br/regiao-de-teresina-e-parnaiba/autos-e-pecas/carros-vans-e-utilitarios/cruze-lt-896234472,
"Carros, vans e utilitários",MERCEDES-BENZ C-180,MERCEDES-BENZ,2017,51000,1.6,Flex,Automático,,Cinza,4 portas,,64090095,Teresina,Gurupi,https://pi.olx.com.br/regiao-de-teresina-e-parnaiba/autos-e-pecas/carros-vans-e-utilitarios/mercedes-c-180-exclusive-896234997,Sedã
"Carros, vans e utilitários",CHERY TIGGO 7 T 1.5 16V TURBO FLEX AUT.,CHERY,2020,14500,1.5,Gasolina,Automático,Elétrica,Branco,4 portas,8,64015310,Teresina,Cristo Rei,https://pi.olx.com.br/regiao-de-teresina-e-parnaiba/autos-e-pecas/carros-vans-e-utilitarios/tiggo-7-t-em-otimo-estado-conservacao-com-apenas-14500km-896234920,SUV
"Carros, vans e utilitários",HYUNDAI TUCSON GLS 1.6 TURBO 16V AUT.,HYUNDAI,2018,4780,1.6,Gasolina,Automático,Elétrica,Cinza,4 portas,6,64015310,Teresina,Cristo Rei,https://pi.olx.com.br/regiao-de-teresina-e-parnaiba/autos-e-pecas/carros-vans-e-utilitarios/new-tucson-1-6-turbo-177cv-test-drive-baixa-km-896252859,
"Carros, vans e utilitários",GM - CHEVROLET CELTA SPIRIT/ LT 1.0 MPFI 8V FLEXP. 5P,GM - CHEVROLET,2015,42550,1.0,Flex,Manual,Hidráulica,Branco,4 portas,8,64010005,Teresina,Mocambinho,https://pi.olx.com.br/regiao-de-teresina-e-parnaiba/autos-e-pecas/carros-vans-e-utilitarios/celta-2015-896232106,Hatch
"Carros, vans e utilitários",RENAULT LOGAN AUTHENTIQUE FLEX 1.0 12V 4P,RENAULT,2018,76000,1.0,Flex,Manual,Hidráulica,Branco,4 portas,1,64020232,Teresina,Saci,https://pi.olx.com.br/regiao-de-teresina-e-parnaiba/autos-e-pecas/carros-vans-e-utilitarios/logan-sce-1-0-ano-2018-892572505,Sedã
"Carros, vans e utilitários",GM - CHEVROLET ONIX HATCH JOY 1.0 8V FLEX 5P MEC.,GM - CHEVROLET,2018,50000,1.0,Flex,Manual,Elétrica,Branco,4 portas,1,64068160,Teresina,Tabajaras,https://pi.olx.com.br/regiao-de-teresina-e-parnaiba/autos-e-pecas/carros-vans-e-utilitarios/onix-2018-18-joy-completo-896236761,Hatch
"Carros, vans e utilitários",FIAT UNO VIVACE 1.0 EVO FIRE FLEX 8V 3P,FIAT,2011,90000,1.0,Flex,Manual,Hidráulica,Vermelho,2 portas,0,64067300,Teresina,Tabajaras,https://pi.olx.com.br/regiao-de-teresina-e-parnaiba/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-vivace-2011-1-0-896228077,Hatch
"Carros, vans e utilitários",FIAT DOBLO ADV/ADV TRYON/LOCKER 1.8 FLEX,FIAT,2008,340,1.8,Flex,Manual,Hidráulica,Outra,4 portas,2,64825000,Nazaré do Piauí,,https://pi.olx.com.br/regiao-de-picos-e-floriano/autos-e-pecas/carros-vans-e-utilitarios/vendo-doblo-1-8-adventure-896208021,Van/Utilitário
"Carros, vans e utilitários",TOYOTA HILUX SW4 SRV D4-D 4X4 3.0 TDI DIES. MEC,TOYOTA,2009,182000,3.0 - 3.9,Diesel,Automático,Hidráulica,Branco,4 portas,0,64005275,Teresina,Parque Alvorada,https://pi.olx.com.br/regiao-de-teresina-e-parnaiba/autos-e-pecas/carros-vans-e-utilitarios/vendo-sw4-896206079,SUV
"Carros, vans e utilitários",GM - CHEVROLET ASTRA 2.0/ CD/ SUNNY/ GLS 2.0 8V 3P,GM - CHEVROLET,2002,223540,2.0 - 2.9,Gasolina,Manual,Hidráulica,Prata,2 portas,9,64028350,Teresina,Santo Antônio,https://pi.olx.com.br/regiao-de-teresina-e-parnaiba/autos-e-pecas/carros-vans-e-utilitarios/astra-sunny-2002-896206099,Hatch
"Carros, vans e utilitários",HONDA CR-V LX 2.0 16V 2WD/2.0 FLEXONE AUT.,HONDA,2014,91000,2.0 - 2.9,Flex,Automático,Hidráulica,Branco,4 portas,7,64750000,Paulistana,,https://pi.olx.com.br/regiao-de-picos-e-floriano/autos-e-pecas/carros-vans-e-utilitarios/honda-cr-v-flexone-2-0-896199347,SUV
"Carros, vans e utilitários",GM - CHEVROLET PRISMA SED. JOY/ LS 1.0 8V FLEXPOWER 4P,GM - CHEVROLET,2018,48000,1.0,Flex,Manual,Elétrica,Branco,4 portas,8,64020270,Teresina,Saci,https://pi.olx.com.br/regiao-de-teresina-e-parnaiba/autos-e-pecas/carros-vans-e-utilitarios/prisma-joy-2018-896202946,Sedã
"Carros, vans e utilitários",GM - CHEVROLET ,GM - CHEVROLET,2014,69100,1.0,,Manual,,,2 portas,,64000000,Teresina,,https://pi.olx.com.br/regiao-de-teresina-e-parnaiba/autos-e-pecas/carros-vans-e-utilitarios/celta-1-0-2013-14-896174672,
"Carros, vans e utilitários",VW - VOLKSWAGEN GOL 1.6 MI PLUS TOTAL FLEX 8V 2P,VW - VOLKSWAGEN,1996,52158,1.6,Gasolina,Manual,Mecânica,Preto,2 portas,,64004065,Teresina,São Joaquim,https://pi.olx.com.br/regiao-de-teresina-e-parnaiba/autos-e-pecas/carros-vans-e-utilitarios/gol-bola-ano-96-basico-896172564,Passeio
"Carros, vans e utilitários",CHERY QQ 1.1/1.0 12V 69CV 5P,CHERY,2012,49000,1.0,Gasolina,Manual,Hidráulica,Azul,4 portas,9,64029350,Teresina,Santo Antônio,https://pi.olx.com.br/regiao-de-teresina-e-parnaiba/autos-e-pecas/carros-vans-e-utilitarios/super-conservado-2011-modelo-12-827159415,Hatch
"Carros, vans e utilitários",FIAT PALIO SPORTING 1.6 FLEX 16V 5P,FIAT,2016,103000,1.6,Gasolina,Manual,Hidráulica,Branco,4 portas,2,64770000,São Raimundo Nonato,,https://pi.olx.com.br/regiao-de-picos-e-floriano/autos-e-pecas/carros-vans-e-utilitarios/palio-sporting-896152174,Hatch
"Carros, vans e utilitários",HONDA CIVIC SEDAN EXL 2.0 FLEX 16V AUT.4P,HONDA,2020,22000,,,Automático,,Azul,4 portas,1,64045795,Teresina,Recanto das Palmeiras,https://pi.olx.com.br/regiao-de-teresina-e-parnaiba/autos-e-pecas/carros-vans-e-utilitarios/honda-civic-exl-2019-2020-22000-km-894642717,
"Carros, vans e utilitários",TOYOTA COROLLA XEI 1.8/1.8 FLEX 16V AUT.,TOYOTA,2009,107500,1.8,Flex,Automático,Hidráulica,Cinza,4 portas,0,64160000,Luzilândia,,https://pi.olx.com.br/regiao-de-teresina-e-parnaiba/autos-e-pecas/carros-vans-e-utilitarios/corolla-xei-1-8-automatico-896159671,Sedã
"Carros, vans e utilitários",VW - VOLKSWAGEN PARATI C 1.6/ CL 1.6 MI 2P E 4P,VW - VOLKSWAGEN,1997,1700000,,,,,,2 portas,,64010020,Teresina,Mocambinho,https://pi.olx.com.br/regiao-de-teresina-e-parnaiba/autos-e-pecas/carros-vans-e-utilitarios/vendo-ou-troco-em-carro-aberto-dou-a-volta-896132179,
"Carros, vans e utilitários",FIAT PALIO 1.0 ECONOMY FIRE FLEX 8V 4P,FIAT,2011,109000,1.0,Flex,Manual,Mecânica,Azul,4 portas,6,64000000,Teresina,,https://pi.olx.com.br/regiao-de-teresina-e-parnaiba/autos-e-pecas/carros-vans-e-utilitarios/palio-economic-2011-flex-4-portas-trava-e-alarme-21-mil-896123263,Hatch
"Carros, vans e utilitários",FIAT PALIO WEEK.ADV.LOCK.DUALOGIC 1.8 FLEX,FIAT,2010,115000,1.8,Flex,Automático,Hidráulica,Vermelho,4 portas,7,64895000,Brejo do Piauí,,https://pi.olx.com.br/regiao-de-picos-e-floriano/autos-e-pecas/carros-vans-e-utilitarios/palio-adventure-1-8-896123177,Passeio
"Carros, vans e utilitários",TOYOTA ETIOS XS 1.5 FLEX 16V 5P MEC.,TOYOTA,2014,89000,1.5,Flex,Manual,Elétrica,Cinza,4 portas,6,64018500,Teresina,Vermelha,https://pi.olx.com.br/regiao-de-teresina-e-parnaiba/autos-e-pecas/carros-vans-e-utilitarios/vendo-etios-828327822,Hatch
"Carros, vans e utilitários",VW - VOLKSWAGEN GOL 2.0 MI 2P,VW - VOLKSWAGEN,1996,57350,1.0,Gasolina,Manual,Hidráulica,Outra,2 portas,4,64066000,Teresina,Cidade Jardim,https://pi.olx.com.br/regiao-de-teresina-e-parnaiba/autos-e-pecas/carros-vans-e-utilitarios/gol-bola-896116496,Hatch
"Carros, vans e utilitários",VW - VOLKSWAGEN POLO SEDAN 1.6 MI TOTAL FLEX 8V 4P,VW - VOLKSWAGEN,2009,111393,1.6,Flex,Manual,Hidráulica,Outra,4 portas,,64020390,Teresina,Saci,https://pi.olx.com.br/regiao-de-teresina-e-parnaiba/autos-e-pecas/carros-vans-e-utilitarios/polo-2009-896114914,Sedã
"Carros, vans e utilitários",TOYOTA COROLLA XEI 2.0 FLEX 16V AUT.,TOYOTA,2012,93000,2.0 - 2.9,Flex,Automático,Elétrica,Prata,4 portas,6,64000000,Teresina,,https://pi.olx.com.br/regiao-de-teresina-e-parnaiba/autos-e-pecas/carros-vans-e-utilitarios/corolla-2012-xei-896102898,Sedã
"Carros, vans e utilitários",HONDA CIVIC SEDAN EXL 2.0 FLEX 16V AUT.4P,HONDA,2017,92000,2.0 - 2.9,Flex,Automático,Elétrica,Branco,4 portas,9,64053040,Teresina,Santa Isabel,https://pi.olx.com.br/regiao-de-teresina-e-parnaiba/autos-e-pecas/carros-vans-e-utilitarios/civic-exl-2017-branco-perola-896116284,Sedã
"Carros, vans e utilitários", ,,2020,52346,,,,,,4 portas,,64053010,Teresina,Santa Isabel,https://pi.olx.com.br/regiao-de-teresina-e-parnaiba/autos-e-pecas/carros-vans-e-utilitarios/joy-plus-flex-1-0-4p-877289437,
"Carros, vans e utilitários",GM - CHEVROLET VECTRA GL 2.2 / 2.0 MPFI,GM - CHEVROLET,1999,175000,2.0 - 2.9,,Manual,,Branco,4 portas,8,64400000,Amarante,,https://pi.olx.com.br/regiao-de-teresina-e-parnaiba/autos-e-pecas/carros-vans-e-utilitarios/vectra-em-dias-896102925,
"Carros, vans e utilitários",VW - VOLKSWAGEN GOL 1.0 PLUS 8V 2P,VW - VOLKSWAGEN,1999,18552,1.2,Gasolina,Manual,Mecânica,Azul,2 portas,9,64030100,Teresina,Bela Vista,https://pi.olx.com.br/regiao-de-teresina-e-parnaiba/autos-e-pecas/carros-vans-e-utilitarios/vendo-carro-gol-896095127,Passeio
"Carros, vans e utilitários",FIAT ARGO DRIVE 1.0 6V FLEX,FIAT,2020,88000,1.0,Flex,Manual,Elétrica,Cinza,4 portas,9,64053010,Teresina,Santa Isabel,https://pi.olx.com.br/regiao-de-teresina-e-parnaiba/autos-e-pecas/carros-vans-e-utilitarios/argo-drive-1-0-885115916,Hatch
"Carros, vans e utilitários",VW - VOLKSWAGEN GOL 1.0 PLUS 8V 2P,VW - VOLKSWAGEN,1999,8858,1.5,Gasolina,Manual,Mecânica,Azul,2 portas,6,64030180,Teresina,Bela Vista,https://pi.olx.com.br/regiao-de-teresina-e-parnaiba/autos-e-pecas/carros-vans-e-utilitarios/veda-de-carro-896091598,Passeio
"Carros, vans e utilitários",GM - CHEVROLET VECTRA EXPRESSION 2.0 MPFI FLEXPOWER MEC,GM - CHEVROLET,2010,148000,2.0 - 2.9,Flex,Manual,Hidráulica,,,7,64023630,Teresina,Lourival Parente,https://pi.olx.com.br/regiao-de-teresina-e-parnaiba/autos-e-pecas/carros-vans-e-utilitarios/vectra-expression-896081345,Sedã
"Carros, vans e utilitários",VW - VOLKSWAGEN T-CROSS,VW - VOLKSWAGEN,2020,34715,1.0,Flex,Automático,Hidráulica,Branco,4 portas,8,64018285,Teresina,Vermelha,https://pi.olx.com.br/regiao-de-teresina-e-parnaiba/autos-e-pecas/carros-vans-e-utilitarios/volkswagen-t-cross-2020-1-0-200-tsi-total-flex-comfortline-automatico-881491708,Passeio
"Carros, vans e utilitários",FIAT PALIO ELX 1.0 MPI FIRE 16V 4P (25 ANOS),FIAT,2011,130,1.0,Gasolina,Manual,Hidráulica,Prata,4 portas,9,64040440,Teresina,Angelim,https://pi.olx.com.br/regiao-de-teresina-e-parnaiba/autos-e-pecas/carros-vans-e-utilitarios/vendo-palio-elx-completo-896087671,Passeio
"Carros, vans e utilitários",VW - VOLKSWAGEN VOYAGE,VW - VOLKSWAGEN,2020,77117,1.0,Flex,Manual,Hidráulica,Cinza,4 portas,6,64018285,Teresina,Vermelha,https://pi.olx.com.br/regiao-de-teresina-e-parnaiba/autos-e-pecas/carros-vans-e-utilitarios/volkswagen-voyage-2020-1-0-12v-mpi-totalflex-4p-manual-877007326,Passeio
"Carros, vans e utilitários",TOYOTA COROLLA GLI 1.8 FLEX 16V  AUT.,TOYOTA,2014,73000,1.8,Flex,Automático,Hidráulica,Verde,4 portas,4,64003830,Teresina,Acarape,https://pi.olx.com.br/regiao-de-teresina-e-parnaiba/autos-e-pecas/carros-vans-e-utilitarios/corolla-2014-gli-896059206,Sedã
"Carros, vans e utilitários",TOYOTA RAV4 2.0 4X2 16V AUT.,TOYOTA,2014,110000,,Gasolina,Automático,,,,,64000000,Teresina,,https://pi.olx.com.br/regiao-de-teresina-e-parnaiba/autos-e-pecas/carros-vans-e-utilitarios/toyota-rav4-13-14-896079674,
"Carros, vans e utilitários",VW - VOLKSWAGEN GOL 1.0 TREND/ POWER 8V 4P,VW - VOLKSWAGEN,2008,130000,1.0,Flex,Manual,Mecânica,Cinza,4 portas,5,64051160,Teresina,São Cristóvão,https://pi.olx.com.br/regiao-de-teresina-e-parnaiba/autos-e-pecas/carros-vans-e-utilitarios/gol-g4-2008-896068088,Hatch
"Carros, vans e utilitários",VW - VOLKSWAGEN FOX 1.0 MI TOTAL FLEX 8V 5P,VW - VOLKSWAGEN,2010,0,1.0,Flex,,Hidráulica,Preto,4 portas,,64034500,Teresina,Angelim,https://pi.olx.com.br/regiao-de-teresina-e-parnaiba/autos-e-pecas/carros-vans-e-utilitarios/fox-896041773,
"Carros, vans e utilitários",AUDI TTRS 2.5 TFSI QUATTRO S TRONIC,AUDI,2021,167,2.0 - 2.9,Gasolina,Automático,Elétrica,Vermelho,2 portas,1,64053010,Teresina,Santa Isabel,https://pi.olx.com.br/regiao-de-teresina-e-parnaiba/autos-e-pecas/carros-vans-e-utilitarios/audi-ttrs-886206832,Hatch
"Carros, vans e utilitários", ,,2020,52759,,,,,,4 portas,,64053010,Teresina,Santa Isabel,https://pi.olx.com.br/regiao-de-teresina-e-parnaiba/autos-e-pecas/carros-vans-e-utilitarios/renegade-longitude-flex-automatica-1-8-4x2-19-20-826399316,
"Carros, vans e utilitários",VW - VOLKSWAGEN GOL CITY 1.0 TOTAL FLEX 12V 4P,VW - VOLKSWAGEN,2015,64000,1.0,Flex,Manual,Hidráulica,Cinza,4 portas,0,64000550,Teresina,Cabral,https://pi.olx.com.br/regiao-de-teresina-e-parnaiba/autos-e-pecas/carros-vans-e-utilitarios/gol-particular-2014-2015-896037747,Hatch
"Carros, vans e utilitários",FIAT STRADA WORKING 1.4 MPI FIRE FLEX 8V CE,FIAT,2016,186000,1.4,Flex,Manual,Hidráulica,Azul,2 portas,9,64770000,São Raimundo Nonato,,https://pi.olx.com.br/regiao-de-picos-e-floriano/autos-e-pecas/carros-vans-e-utilitarios/fiat-strada-2016-896035875,Pick-up
"Carros, vans e utilitários",VW - VOLKSWAGEN JETTA R-LINE 250 TSI 1.4 FLEX 16V AUT.,VW - VOLKSWAGEN,2019,9650,1.4,Flex,Automático,Elétrica,Branco,4 portas,7,64049620,Teresina,Ininga,https://pi.olx.com.br/regiao-de-teresina-e-parnaiba/autos-e-pecas/carros-vans-e-utilitarios/jetta-r-line-19-19-mais-novo-de-teresina-886945934,Sedã
"Carros, vans e utilitários",VW - VOLKSWAGEN POLO SPORTLINE 1.6 MI TOTAL FLEX 8V 5P,VW - VOLKSWAGEN,2014,88000,1.6,Flex,Manual,Hidráulica,Outra,4 portas,5,64077350,Teresina,Itararé,https://pi.olx.com.br/regiao-de-teresina-e-parnaiba/autos-e-pecas/carros-vans-e-utilitarios/polo-sedan-1-6-top-34-500-2014-896031460,Sedã
"Carros, vans e utilitários",GM - CHEVROLET ONIX HATCH LT 1.4 8V FLEXPOWER 5P MEC.,GM - CHEVROLET,2019,49900,1.4,Flex,Manual,Hidráulica,Branco,4 portas,5,64000010,Teresina,Centro,https://pi.olx.com.br/regiao-de-teresina-e-parnaiba/autos-e-pecas/carros-vans-e-utilitarios/chevrolet-onix-2019-896032182,Hatch
"Carros, vans e utilitários",FIAT STRADA WORKING 1.4 MPI FIRE FLEX 8V CS,FIAT,2017,66309,1.4,Flex,Manual,Hidráulica,Vermelho,2 portas,7,64018290,Teresina,Vermelha,https://pi.olx.com.br/regiao-de-teresina-e-parnaiba/autos-e-pecas/carros-vans-e-utilitarios/strada-1-4-cs-working-ano-2017-2017-840907195,Pick-up
"Carros, vans e utilitários",RENAULT KWID INTENSE 1.0 FLEX 12V 5P MEC.,RENAULT,2019,40000,1.0,Flex,Manual,Elétrica,Branco,4 portas,8,64003530,Teresina,Primavera,https://pi.olx.com.br/regiao-de-teresina-e-parnaiba/autos-e-pecas/carros-vans-e-utilitarios/renault-kwid-intense-896029255,Hatch
"Carros, vans e utilitários",FIAT PALIO ATTRA./ITALIA 1.4 EVO F.FLEX 8V 5P,FIAT,2013,76000,,,,,Prata,4 portas,,64081060,Teresina,Parque Poti,https://pi.olx.com.br/regiao-de-teresina-e-parnaiba/autos-e-pecas/carros-vans-e-utilitarios/palio-impecavel-1-4-896019923,
"Carros, vans e utilitários",FORD ECOSPORT,FORD,2020,36424,1.5,Flex,Automático,Hidráulica,Branco,4 portas,5,64018285,Teresina,Vermelha,https://pi.olx.com.br/regiao-de-teresina-e-parnaiba/autos-e-pecas/carros-vans-e-utilitarios/ford-ecosport-2020-1-5-ti-vct-flex-se-automatico-883930949,Passeio
"Carros, vans e utilitários",FIAT PALIO ATTRACTIVE 1.0 EVO FIRE FLEX 8V 5P,FIAT,2016,76000,1.0,Gás Natural,Manual,Hidráulica,Branco,4 portas,4,64073175,Teresina,Uruguai,https://pi.olx.com.br/regiao-de-teresina-e-parnaiba/autos-e-pecas/carros-vans-e-utilitarios/fiat-palio-atrative-1-0-16-16-896004482,Hatch
"Carros, vans e utilitários",VW - VOLKSWAGEN SAVEIRO TRENDLINE 1.6 T.FLEX 8V CE,VW - VOLKSWAGEN,2013,95000,1.6,Flex,Manual,Hidráulica,Preto,2 portas,2,64018500,Teresina,Vermelha,https://pi.olx.com.br/regiao-de-teresina-e-parnaiba/autos-e-pecas/carros-vans-e-utilitarios/saveiro-trend-2013-cab-estendida-891555957,Pick-up
"Carros, vans e utilitários",FORD ,FORD,2018,6666666666,3.0 - 3.9,Flex,Manual,Hidráulica,,,,64000810,Teresina,Cabral,https://pi.olx.com.br/regiao-de-teresina-e-parnaiba/autos-e-pecas/carros-vans-e-utilitarios/pecas-para-ford-e-outras-linhas-ctt-80-895982145,Pick-up
"Carros, vans e utilitários",FIAT STRADA WORKING HARD 1.4 FIRE FLEX 8V CE,FIAT,2015,80000,1.4,Flex,Manual,Hidráulica,Vermelho,,,64088010,Teresina,São Sebastião,https://pi.olx.com.br/regiao-de-teresina-e-parnaiba/autos-e-pecas/carros-vans-e-utilitarios/strada-2015-2015-895996705,Van/Utilitário
